"CsvFile","CurrentFolder","RelativePath","Delimiter","ColumnOrder","ColumnName","ColumnCount","FileSizeKB","Modified"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","1","Actual Duration","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","2","Activity ID","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","3","Activity Name","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","4","WBS","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","5","project_id","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","6","Original Duration","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","7","Remaining Duration","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","8","BL Project Start","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","9","BL Project Finish","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","10","Start","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","11","Finish","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","12","Free Float","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","13","Total Float","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","14","Variance - BL1 Nonlabor Units","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","15","Variance - BL Project Nonlabor Units","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","16","Actual Nonlabor Units","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","17","Remaining Nonlabor Units","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","18","Predecessors","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","19","Successors","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","20","Budgeted Nonlabor Units","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","21","Activity % Complete","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","22","Critical","23","0.36","6/15/2026 10:54:56 PM"
"BL critical path.csv","projects\The-BIG\bl\fixed","projects\The-BIG\bl\fixed\BL critical path.csv",",","23","Longest Path","23","0.36","6/15/2026 10:54:56 PM"
