"CsvFile","CurrentFolder","RelativePath","Delimiter","ColumnOrder","ColumnName","ColumnCount","FileSizeKB","Modified"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","1","activity_id","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","2","activity_name","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","3","wbs_code","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","4","planned_start","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","5","planned_finish","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","6","actual_start","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","7","actual_finish","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","8","duration_planned","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","9","duration_actual","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","10","progress_percent","11","232.4","6/23/2026 9:26:25 PM"
"activities.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\activities.csv",",","11","status","11","232.4","6/23/2026 9:26:25 PM"
