"CsvFile","CurrentFolder","RelativePath","Delimiter","ColumnOrder","ColumnName","ColumnCount","FileSizeKB","Modified"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","1","activity_id","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","2","activity_name","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","3","wbs_code","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","4","planned_start","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","5","planned_finish","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","6","actual_start","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","7","actual_finish","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","8","duration_planned","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","9","duration_actual","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","10","progress_percent","11","0.84","6/23/2026 5:10:52 PM"
"activities.csv","projects\Nile_Bridges_Upgrade\data\import_templates","projects\Nile_Bridges_Upgrade\data\import_templates\activities.csv",",","11","status","11","0.84","6/23/2026 5:10:52 PM"
