"CsvFile","CurrentFolder","RelativePath","Delimiter","ColumnOrder","ColumnName","ColumnCount","FileSizeKB","Modified"
"s_curve.csv","projects\Alexandria_Logistics_Park\data\import_templates","projects\Alexandria_Logistics_Park\data\import_templates\s_curve.csv",",","1","date","3","0.21","6/23/2026 5:10:52 PM"
"s_curve.csv","projects\Alexandria_Logistics_Park\data\import_templates","projects\Alexandria_Logistics_Park\data\import_templates\s_curve.csv",",","2","planned_progress","3","0.21","6/23/2026 5:10:52 PM"
"s_curve.csv","projects\Alexandria_Logistics_Park\data\import_templates","projects\Alexandria_Logistics_Park\data\import_templates\s_curve.csv",",","3","actual_progress","3","0.21","6/23/2026 5:10:52 PM"
