"CsvFile","CurrentFolder","RelativePath","Delimiter","ColumnOrder","ColumnName","ColumnCount","FileSizeKB","Modified"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","1","project_id","7","2.18","6/23/2026 9:29:25 PM"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","2","Coding No.","7","2.18","6/23/2026 9:29:25 PM"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","3","Reference","7","2.18","6/23/2026 9:29:25 PM"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","4","Supplier","7","2.18","6/23/2026 9:29:25 PM"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","5","Unit/Bundle","7","2.18","6/23/2026 9:29:25 PM"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","6","Total Quantity","7","2.18","6/23/2026 9:29:25 PM"
"Delivered_steel_site.csv","projects\The-BIG\data\import_templates","projects\The-BIG\data\import_templates\Delivered_steel_site.csv",",","7","Date of delivery","7","2.18","6/23/2026 9:29:25 PM"
