"FileName","Extension","FileCategory","RelativePath","SizeKB","Modified"
"logo.png",".png","Image Asset","assets\logo.png","6.65","5/23/2026 7:48:45 PM"
"logo.svg",".svg","Image Asset","assets\logo.svg","0.8","6/23/2026 8:35:28 PM"
"README.md",".md","Documentation","assets\README.md","0.52","6/23/2026 7:27:17 PM"
