"FileName","Extension","FileCategory","RelativePath","SizeKB","Modified"
"BL critical path.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\BL critical path.csv","0.36","6/15/2026 10:54:56 PM"
"BL float bath.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\BL float bath.csv","0.09","6/15/2026 10:54:56 PM"
"Bl Longest bath.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\Bl Longest bath.csv","0.36","6/15/2026 10:54:56 PM"
"BL Schedule.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\BL Schedule.csv","0.36","6/15/2026 10:54:56 PM"
"MEP Activities.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\MEP Activities.csv","0.22","6/15/2026 10:54:56 PM"
"MEP Civil Logic.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\MEP Civil Logic.csv","0.3","6/15/2026 10:54:56 PM"
"MEP Schedule.csv",".csv","CSV Data File","projects\The-BIG\bl\fixed\MEP Schedule.csv","0.46","6/15/2026 10:54:56 PM"
