"FileName","Extension","FileCategory","RelativePath","SizeKB","Modified"
"project_manifest.json",".json","JSON Config Or Data","projects\Red_Sea_Resort_Phase_2\project_manifest.json","0.6","6/24/2026 3:19:13 AM"
