project_id,Activity ID,Activity Name,Predecessors,Predecessor Details,Successors
The Big -P.01-UP-20-April-26,AB-APP-B01-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),"AB-SUB-B01-4TH-1020, AB-SUB-B01-4TH-1020","AB-SUB-B01-4TH-1020: SS 12, AB-SUB-B01-4TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (4th),"AB-SUB-B01-4TH-1030, AB-SUB-B01-4TH-1030","AB-SUB-B01-4TH-1030: SS 12, AB-SUB-B01-4TH-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),"AB-SUB-B04-4TH-1000, AB-SUB-B04-4TH-1000","AB-SUB-B04-4TH-1000: SS 12, AB-SUB-B04-4TH-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-4TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),"AB-SUB-B04-4TH-1010, AB-SUB-B04-4TH-1010","AB-SUB-B04-4TH-1010: SS 12, AB-SUB-B04-4TH-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),"AB-SUB-B04-4TH-1020, AB-SUB-B04-4TH-1020","AB-SUB-B04-4TH-1020: SS 12, AB-SUB-B04-4TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),"AB-SUB-B04-4TH-1030, AB-SUB-B04-4TH-1030","AB-SUB-B04-4TH-1030: SS 12, AB-SUB-B04-4TH-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (4th),"AB-SUB-B03-4TH-1000, AB-SUB-B03-4TH-1000","AB-SUB-B03-4TH-1000: SS 12, AB-SUB-B03-4TH-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-4TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (4th),"AB-SUB-B03-4TH-1010, AB-SUB-B03-4TH-1010","AB-SUB-B03-4TH-1010: SS 12, AB-SUB-B03-4TH-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (4th),"AB-SUB-B03-4TH-1020, AB-SUB-B03-4TH-1020","AB-SUB-B03-4TH-1020: SS 12, AB-SUB-B03-4TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (4th),"AB-SUB-B03-4TH-1030, AB-SUB-B03-4TH-1030","AB-SUB-B03-4TH-1030: SS 12, AB-SUB-B03-4TH-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,E-SUB-B04-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (5th),E-DR-1000,E-DR-1000: FS 110,"E-APP-B04-5TH-1000, E-APP-B04-5TH-1000, E-SUB-B04-5TH-1010"
The Big -P.01-UP-20-April-26,E-SUB-B04-5TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (5th),"E-DR-1000, E-SUB-B04-5TH-1020","E-DR-1000: FS 120, E-SUB-B04-5TH-1020: SS 3","E-APP-B04-5TH-1030, E-APP-B04-5TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (5th),"E-DR-1000, E-SUB-B04-5TH-1010","E-DR-1000: FS 117, E-SUB-B04-5TH-1010: SS 3","E-APP-B04-5TH-1020, E-APP-B04-5TH-1020, E-SUB-B04-5TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-5TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (5th),"E-DR-1000, E-SUB-B04-5TH-1000","E-DR-1000: FS 113, E-SUB-B04-5TH-1000: SS 3","E-APP-B04-5TH-1010, E-APP-B04-5TH-1010, E-SUB-B04-5TH-1020"
The Big -P.01-UP-20-April-26,E-SUB-B01-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (5th),E-DR-1000,E-DR-1000: FS 75,"E-APP-B01-5TH-1000, E-APP-B01-5TH-1000, E-SUB-B01-5TH-1010"
The Big -P.01-UP-20-April-26,E-SUB-B01-5TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (5th),"E-DR-1000, E-SUB-B01-5TH-1020","E-DR-1000: FS 86, E-SUB-B01-5TH-1020: SS 3","E-APP-B01-5TH-1030, E-APP-B01-5TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B01-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (5th),"E-DR-1000, E-SUB-B01-5TH-1010","E-DR-1000: FS 83, E-SUB-B01-5TH-1010: SS 3","E-APP-B01-5TH-1020, E-APP-B01-5TH-1020, E-SUB-B01-5TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B01-5TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (5th),"E-DR-1000, E-SUB-B01-5TH-1000","E-DR-1000: FS 79, E-SUB-B01-5TH-1000: SS 3","E-APP-B01-5TH-1010, E-APP-B01-5TH-1010, E-SUB-B01-5TH-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (5th),"E-SUB-B01-5TH-1000, E-SUB-B01-5TH-1000","E-SUB-B01-5TH-1000: SS 12, E-SUB-B01-5TH-1000: FF 10","CON-B01-5TH-1010, CON-B01-5TH-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-5TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (5th),"E-SUB-B01-5TH-1030, E-SUB-B01-5TH-1030","E-SUB-B01-5TH-1030: SS 12, E-SUB-B01-5TH-1030: FF 10","CON-B01-5TH-1040, CON-B01-5TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (5th),"E-SUB-B01-5TH-1020, E-SUB-B01-5TH-1020","E-SUB-B01-5TH-1020: SS 12, E-SUB-B01-5TH-1020: FF 10","CON-B01-5TH-1040, CON-B01-5TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-5TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (5th),"E-SUB-B01-5TH-1010, E-SUB-B01-5TH-1010","E-SUB-B01-5TH-1010: SS 12, E-SUB-B01-5TH-1010: FF 10","CON-B01-5TH-1040, CON-B01-5TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (5th),"E-SUB-B04-5TH-1000, E-SUB-B04-5TH-1000","E-SUB-B04-5TH-1000: SS 12, E-SUB-B04-5TH-1000: FF 10","CON-B04-5TH-1010, CON-B04-5TH-1020"
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (5th),"E-SUB-B04-5TH-1030, E-SUB-B04-5TH-1030","E-SUB-B04-5TH-1030: SS 12, E-SUB-B04-5TH-1030: FF 10","CON-B04-5TH-1040, CON-B04-5TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (5th),"E-SUB-B04-5TH-1020, E-SUB-B04-5TH-1020","E-SUB-B04-5TH-1020: SS 12, E-SUB-B04-5TH-1020: FF 10","CON-B04-5TH-1040, CON-B04-5TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (5th),"E-SUB-B04-5TH-1010, E-SUB-B04-5TH-1010","E-SUB-B04-5TH-1010: SS 12, E-SUB-B04-5TH-1010: FF 10","CON-B04-5TH-1040, CON-B04-5TH-1050"
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),CON-B04-5TH-1030,CON-B04-5TH-1030: FS,"AB-APP-B04-5TH-1000, AB-APP-B04-5TH-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),CON-B04-5TH-1060,CON-B04-5TH-1060: FS,"AB-APP-B04-5TH-1010, AB-APP-B04-5TH-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),CON-B04-5TH-1060,CON-B04-5TH-1060: FS,"AB-APP-B04-5TH-1020, AB-APP-B04-5TH-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B04-5TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),CON-B04-5TH-1060,CON-B04-5TH-1060: FS,"AB-APP-B04-5TH-1030, AB-APP-B04-5TH-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B01-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),CON-B01-5TH-1030,CON-B01-5TH-1030: FS,"AB-APP-B01-5TH-1000, AB-APP-B01-5TH-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B01-5TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),CON-B01-5TH-1060,CON-B01-5TH-1060: FS,"AB-APP-B01-5TH-1010, AB-APP-B01-5TH-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B01-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),CON-B01-5TH-1060,CON-B01-5TH-1060: FS,"AB-APP-B01-5TH-1020, AB-APP-B01-5TH-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B01-5TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),CON-B01-5TH-1060,CON-B01-5TH-1060: FS,"AB-APP-B01-5TH-1030, AB-APP-B01-5TH-1030"
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),"AB-SUB-B01-5TH-1000, AB-SUB-B01-5TH-1000","AB-SUB-B01-5TH-1000: SS 12, AB-SUB-B01-5TH-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),"AB-SUB-B01-5TH-1010, AB-SUB-B01-5TH-1010","AB-SUB-B01-5TH-1010: SS 12, AB-SUB-B01-5TH-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),"AB-SUB-B01-5TH-1020, AB-SUB-B01-5TH-1020","AB-SUB-B01-5TH-1020: SS 12, AB-SUB-B01-5TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),"AB-SUB-B01-5TH-1030, AB-SUB-B01-5TH-1030","AB-SUB-B01-5TH-1030: SS 12, AB-SUB-B01-5TH-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),"AB-SUB-B04-5TH-1000, AB-SUB-B04-5TH-1000","AB-SUB-B04-5TH-1000: SS 12, AB-SUB-B04-5TH-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-5TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),"AB-SUB-B04-5TH-1010, AB-SUB-B04-5TH-1010","AB-SUB-B04-5TH-1010: SS 12, AB-SUB-B04-5TH-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),"AB-SUB-B04-5TH-1020, AB-SUB-B04-5TH-1020","AB-SUB-B04-5TH-1020: SS 12, AB-SUB-B04-5TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),"AB-SUB-B04-5TH-1030, AB-SUB-B04-5TH-1030","AB-SUB-B04-5TH-1030: SS 12, AB-SUB-B04-5TH-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,E-SUB-B04-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (6th),E-DR-1000,E-DR-1000: FS 125,"E-APP-B04-6TH-1000, E-APP-B04-6TH-1000, E-SUB-B04-6TH-1010"
The Big -P.01-UP-20-April-26,E-SUB-B04-6TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (6th),"E-DR-1000, E-SUB-B04-6TH-1020","E-DR-1000: FS 140, E-SUB-B04-6TH-1020: SS 3","E-APP-B04-6TH-1030, E-APP-B04-6TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (6th),"E-DR-1000, E-SUB-B04-6TH-1010","E-DR-1000: FS 136, E-SUB-B04-6TH-1010: SS 3","E-APP-B04-6TH-1020, E-APP-B04-6TH-1020, E-SUB-B04-6TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-6TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (6th),"E-DR-1000, E-SUB-B04-6TH-1000","E-DR-1000: FS 133, E-SUB-B04-6TH-1000: SS 3","E-APP-B04-6TH-1010, E-APP-B04-6TH-1010, E-SUB-B04-6TH-1020"
The Big -P.01-UP-20-April-26,E-SUB-B01-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (6th),E-DR-1000,E-DR-1000: FS 85,"E-APP-B01-6TH-1000, E-APP-B01-6TH-1000, E-SUB-B01-6TH-1010"
The Big -P.01-UP-20-April-26,E-SUB-B01-6TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (6th),"E-DR-1000, E-SUB-B01-6TH-1020","E-DR-1000: FS 96, E-SUB-B01-6TH-1020: SS 3","E-APP-B01-6TH-1030, E-APP-B01-6TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B01-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (6th),"E-DR-1000, E-SUB-B01-6TH-1010","E-DR-1000: FS 92, E-SUB-B01-6TH-1010: SS 3","E-APP-B01-6TH-1020, E-APP-B01-6TH-1020, E-SUB-B01-6TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B01-6TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (6th),"E-DR-1000, E-SUB-B01-6TH-1000","E-DR-1000: FS 89, E-SUB-B01-6TH-1000: SS 3","E-APP-B01-6TH-1010, E-APP-B01-6TH-1010, E-SUB-B01-6TH-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (6th),"E-SUB-B01-6TH-1000, E-SUB-B01-6TH-1000","E-SUB-B01-6TH-1000: SS 12, E-SUB-B01-6TH-1000: FF 10","CON-B01-6TH-1010, CON-B01-6TH-1020"
The Big -P.01-UP-20-April-26,E-APP-B01-6TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (6th),"E-SUB-B01-6TH-1030, E-SUB-B01-6TH-1030","E-SUB-B01-6TH-1030: SS 12, E-SUB-B01-6TH-1030: FF 10","CON-B01-6TH-1040, CON-B01-6TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (6th),"E-SUB-B01-6TH-1020, E-SUB-B01-6TH-1020","E-SUB-B01-6TH-1020: SS 12, E-SUB-B01-6TH-1020: FF 10","CON-B01-6TH-1040, CON-B01-6TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B01-6TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (6th),"E-SUB-B01-6TH-1010, E-SUB-B01-6TH-1010","E-SUB-B01-6TH-1010: SS 12, E-SUB-B01-6TH-1010: FF 10","CON-B01-6TH-1040, CON-B01-6TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (6th),"E-SUB-B04-6TH-1000, E-SUB-B04-6TH-1000","E-SUB-B04-6TH-1000: SS 12, E-SUB-B04-6TH-1000: FF 10","CON-B04-6TH-1020, CON-B04-6TH-1010"
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (6th),"E-SUB-B04-6TH-1030, E-SUB-B04-6TH-1030","E-SUB-B04-6TH-1030: SS 12, E-SUB-B04-6TH-1030: FF 10","CON-B04-6TH-1040, CON-B04-6TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (6th),"E-SUB-B04-6TH-1020, E-SUB-B04-6TH-1020","E-SUB-B04-6TH-1020: SS 12, E-SUB-B04-6TH-1020: FF 10","CON-B04-6TH-1040, CON-B04-6TH-1050"
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (6th),"E-SUB-B04-6TH-1010, E-SUB-B04-6TH-1010","E-SUB-B04-6TH-1010: SS 12, E-SUB-B04-6TH-1010: FF 10","CON-B04-6TH-1040, CON-B04-6TH-1050"
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),CON-B04-6TH-1030,CON-B04-6TH-1030: FS,"AB-APP-B04-6TH-1000, AB-APP-B04-6TH-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),CON-B04-6TH-1060,CON-B04-6TH-1060: FS,"AB-APP-B04-6TH-1010, AB-APP-B04-6TH-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),CON-B04-6TH-1060,CON-B04-6TH-1060: FS,"AB-APP-B04-6TH-1020, AB-APP-B04-6TH-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B04-6TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),CON-B04-6TH-1060,CON-B04-6TH-1060: FS,"AB-APP-B04-6TH-1030, AB-APP-B04-6TH-1030"
The Big -P.01-UP-20-April-26,AB-SUB-B01-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),CON-B01-6TH-1030,CON-B01-6TH-1030: FS,"AB-APP-B01-6TH-1000, AB-APP-B01-6TH-1000"
The Big -P.01-UP-20-April-26,AB-SUB-B01-6TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),CON-B01-6TH-1060,CON-B01-6TH-1060: FS,"AB-APP-B01-6TH-1010, AB-APP-B01-6TH-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B01-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),CON-B01-6TH-1060,CON-B01-6TH-1060: FS,"AB-APP-B01-6TH-1020, AB-APP-B01-6TH-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B01-6TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),CON-B01-6TH-1060,CON-B01-6TH-1060: FS,"AB-APP-B01-6TH-1030, AB-APP-B01-6TH-1030"
The Big -P.01-UP-20-April-26,AB-APP-B01-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),"AB-SUB-B01-6TH-1000, AB-SUB-B01-6TH-1000","AB-SUB-B01-6TH-1000: SS 12, AB-SUB-B01-6TH-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-6TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),"AB-SUB-B01-6TH-1010, AB-SUB-B01-6TH-1010","AB-SUB-B01-6TH-1010: SS 12, AB-SUB-B01-6TH-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),"AB-SUB-B01-6TH-1020, AB-SUB-B01-6TH-1020","AB-SUB-B01-6TH-1020: SS 12, AB-SUB-B01-6TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B01-6TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),"AB-SUB-B01-6TH-1030, AB-SUB-B01-6TH-1030","AB-SUB-B01-6TH-1030: SS 12, AB-SUB-B01-6TH-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),"AB-SUB-B04-6TH-1000, AB-SUB-B04-6TH-1000","AB-SUB-B04-6TH-1000: SS 12, AB-SUB-B04-6TH-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-6TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),"AB-SUB-B04-6TH-1010, AB-SUB-B04-6TH-1010","AB-SUB-B04-6TH-1010: SS 12, AB-SUB-B04-6TH-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),"AB-SUB-B04-6TH-1020, AB-SUB-B04-6TH-1020","AB-SUB-B04-6TH-1020: SS 12, AB-SUB-B04-6TH-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-6TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),"AB-SUB-B04-6TH-1030, AB-SUB-B04-6TH-1030","AB-SUB-B04-6TH-1030: SS 6, AB-SUB-B04-6TH-1030: FF 2",HO-1050
The Big -P.01-UP-20-April-26,CON-B01-7TH-1010,"RFT for Walls, Col. & Cores (B01) (7th)","CON-B01-7TH-1000, CON-B01-7TH-1000, E-APP-B01-7TH-1000, P-MDEL-1190","CON-B01-7TH-1000: SS 2, CON-B01-7TH-1000: FF, E-APP-B01-7TH-1000: FS, P-MDEL-1190: FS","CON-B01-7TH-1020, CON-B01-7TH-1020"
The Big -P.01-UP-20-April-26,CON-B01-7TH-1050,"RFT for Slabs, Beams & Stairs (B01) (7th)","CON-B01-7TH-1040, CON-B01-7TH-1040, E-APP-B01-7TH-1010, E-APP-B01-7TH-1020, E-APP-B01-7TH-1030, P-MDEL-1190","CON-B01-7TH-1040: SS 3, CON-B01-7TH-1040: FF, E-APP-B01-7TH-1010: FS, E-APP-B01-7TH-1020: FS, E-APP-B01-7TH-1030: FS, P-MDEL-1190: FS",CON-B01-7TH-1060
The Big -P.01-UP-20-April-26,CON-B04-7TH-1010,"RFT for Walls, Col. & Cores (B04) (7th)","CON-B04-7TH-1000, CON-B04-7TH-1000, E-APP-B04-7TH-1000, P-MDEL-1190","CON-B04-7TH-1000: SS 3, CON-B04-7TH-1000: FF, E-APP-B04-7TH-1000: FS, P-MDEL-1190: FS","CON-B04-7TH-1020, CON-B04-7TH-1020"
The Big -P.01-UP-20-April-26,CON-B04-7TH-1050,"RFT for Slabs, Beams & Stairs (B04) (7th)","CON-B04-7TH-1040, CON-B04-7TH-1040, E-APP-B04-7TH-1010, E-APP-B04-7TH-1020, E-APP-B04-7TH-1030, P-MDEL-1190","CON-B04-7TH-1040: SS 2, CON-B04-7TH-1040: FF, E-APP-B04-7TH-1010: FS, E-APP-B04-7TH-1020: FS, E-APP-B04-7TH-1030: FS, P-MDEL-1190: FS",CON-B04-7TH-1060
The Big -P.01-UP-20-April-26,CON-B01-8TH-1010,"RFT for Walls, Col. & Cores (B01) (8th)","CON-B01-8TH-1000, CON-B01-8TH-1000, E-APP-B01-8TH-1000, P-MDEL-1180","CON-B01-8TH-1000: SS 2, CON-B01-8TH-1000: FF, E-APP-B01-8TH-1000: FS, P-MDEL-1180: FS","CON-B01-8TH-1020, CON-B01-8TH-1020"
The Big -P.01-UP-20-April-26,CON-B01-8TH-1050,"RFT for Slabs, Beams & Stairs (B01) (8th)","CON-B01-8TH-1040, CON-B01-8TH-1040, E-APP-B01-8TH-1010, E-APP-B01-8TH-1020, E-APP-B01-8TH-1030, P-MDEL-1180","CON-B01-8TH-1040: SS 2, CON-B01-8TH-1040: FF, E-APP-B01-8TH-1010: FS, E-APP-B01-8TH-1020: FS, E-APP-B01-8TH-1030: FS, P-MDEL-1180: FS",CON-B01-8TH-1060
The Big -P.01-UP-20-April-26,CON-B04-8TH-1010,"RFT for Walls, Col. & Cores (B04) (8th)","CON-B04-8TH-1000, CON-B04-8TH-1000, E-APP-B04-8TH-1000, P-MDEL-1180","CON-B04-8TH-1000: SS 2, CON-B04-8TH-1000: FF, E-APP-B04-8TH-1000: FS, P-MDEL-1180: FS","CON-B04-8TH-1020, CON-B04-8TH-1020"
The Big -P.01-UP-20-April-26,CON-B04-8TH-1050,"RFT for Slabs, Beams & Stairs (B04) (8th)","CON-B04-8TH-1040, CON-B04-8TH-1040, E-APP-B04-8TH-1010, E-APP-B04-8TH-1020, E-APP-B04-8TH-1030, P-MDEL-1180","CON-B04-8TH-1040: SS 2, CON-B04-8TH-1040: FF, E-APP-B04-8TH-1010: FS, E-APP-B04-8TH-1020: FS, E-APP-B04-8TH-1030: FS, P-MDEL-1180: FS",CON-B04-8TH-1060
The Big -P.01-UP-20-April-26,E-SUB-B04-7TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (7th),E-DR-1000,E-DR-1000: FS 145,"E-APP-B04-7TH-1000, E-APP-B04-7TH-1000, E-SUB-B04-7TH-1010"
The Big -P.01-UP-20-April-26,E-SUB-B04-7TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs  (B04) (7th),"E-DR-1000, E-SUB-B04-7TH-1020","E-DR-1000: FS 156, E-SUB-B04-7TH-1020: SS 3","E-APP-B04-7TH-1030, E-APP-B04-7TH-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-7TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (7th),"E-DR-1000, E-SUB-B04-7TH-1010","E-DR-1000: FS 151, E-SUB-B04-7TH-1010: SS 3","E-APP-B04-7TH-1020, E-APP-B04-7TH-1020, E-SUB-B04-7TH-1030"
