project_id,Activity ID,Activity Name,Predecessors,Predecessor Details,Successors
The Big -P.01-UP-20-April-26,E-SUB-B04-WT-1020,Submittal for RC Raft RFT DWGs (B04) (Water Tank),"E-DR-1000, E-SUB-B04-WT-1010","E-DR-1000: SS 9, E-SUB-B04-WT-1010: SS 3","E-APP-B04-WT-1020, E-APP-B04-WT-1020, E-SUB-B04-WT-1030"
The Big -P.01-UP-20-April-26,E-SUB-B03-SOG-1010,Submittal for S.O.G RFT DWGs (B03) (Sog),"E-DR-1000, E-SUB-B03-SOG-1000","E-DR-1000: FS 80, E-SUB-B03-SOG-1000: SS 3","E-APP-B03-SOG-1010, E-APP-B03-SOG-1010"
The Big -P.01-UP-20-April-26,E-SUB-B01-SOG-1010,Submittal for S.O.G RFT DWGs (B01) (Sog),"E-DR-1000, E-SUB-B01-SOG-1000","E-DR-1000: FS 123, E-SUB-B01-SOG-1000: SS 3","E-APP-B01-SOG-1010, E-APP-B01-SOG-1010"
The Big -P.01-UP-20-April-26,E-SUB-B02-SOG-1010,Submittal for S.O.G RFT DWGs (B02) (Sog),"E-DR-1000, E-SUB-B02-SOG-1000","E-DR-1000: FS 133, E-SUB-B02-SOG-1000: SS 3","E-APP-B02-SOG-1010, E-APP-B02-SOG-1010"
The Big -P.01-UP-20-April-26,E-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs (B01) (Sog),"E-SUB-B01-SOG-1010, E-SUB-B01-SOG-1010","E-SUB-B01-SOG-1010: SS 12, E-SUB-B01-SOG-1010: FF 10",CON-B01-SOG-1040
The Big -P.01-UP-20-April-26,E-APP-B02-SOG-1010,Approval for S.O.G RFT DWGs (B02) (Sog),"E-SUB-B02-SOG-1010, E-SUB-B02-SOG-1010","E-SUB-B02-SOG-1010: SS 12, E-SUB-B02-SOG-1010: FF 10","CON-B02-SOG-1040, CON-B02-SOG-1040"
The Big -P.01-UP-20-April-26,E-APP-B03-SOG-1010,Approval for S.O.G RFT DWGs  (B03) (Sog),"E-SUB-B03-SOG-1010, E-SUB-B03-SOG-1010","E-SUB-B03-SOG-1010: SS 12, E-SUB-B03-SOG-1010: FF 10",CON-B03-SOG-1040
The Big -P.01-UP-20-April-26,E-APP-B04-WT-1020,Approval for RC Raft RFT DWGs (B04) (Water Tank),"E-SUB-B04-WT-1020, E-SUB-B04-WT-1020","E-SUB-B04-WT-1020: SS 12, E-SUB-B04-WT-1020: FF 10",CON-B04-WT-1070
The Big -P.01-UP-20-April-26,AB-SUB-B04-WT-1020,Submittal for RC Raft RFT DWGs As-Built Drawing (B04) (Water Tank),CON-B04-WT-1070,CON-B04-WT-1070: FS,"AB-APP-B04-WT-1020, AB-APP-B04-WT-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B03-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B03) (Sog),CON-B03-SOG-1050,CON-B03-SOG-1050: FS,"AB-APP-B03-SOG-1010, AB-APP-B03-SOG-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B01-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B01) (Sog),CON-B01-SOG-1050,CON-B01-SOG-1050: FS,"AB-APP-B01-SOG-1010, AB-APP-B01-SOG-1010"
The Big -P.01-UP-20-April-26,AB-SUB-B02-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B02) (Sog),"CON-B02-SOG-1050, CON-B02-SOG-1040","CON-B02-SOG-1050: FS, CON-B02-SOG-1040: FS","AB-APP-B02-SOG-1010, AB-APP-B02-SOG-1010"
The Big -P.01-UP-20-April-26,AB-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B01) (Sog),"AB-SUB-B01-SOG-1010, AB-SUB-B01-SOG-1010","AB-SUB-B01-SOG-1010: SS 12, AB-SUB-B01-SOG-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B02) (Sog),"AB-SUB-B02-SOG-1010, AB-SUB-B02-SOG-1010","AB-SUB-B02-SOG-1010: SS 12, AB-SUB-B02-SOG-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing  (B03) (Sog),"AB-SUB-B03-SOG-1010, AB-SUB-B03-SOG-1010","AB-SUB-B03-SOG-1010: SS 12, AB-SUB-B03-SOG-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1020,Approval for RC Raft RFT DWGs As-Built Drawing (B04) (Water Tank),"AB-SUB-B04-WT-1020, AB-SUB-B04-WT-1020","AB-SUB-B04-WT-1020: SS 12, AB-SUB-B04-WT-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,E-SUB-B04-SOG-1010,Submittal for S.O.G RFT DWGs (B04) (Sog),"E-DR-1000, E-SUB-B04-SOG-1000","E-DR-1000: FS 135, E-SUB-B04-SOG-1000: SS 3","E-APP-B04-SOG-1010, E-APP-B04-SOG-1010"
The Big -P.01-UP-20-April-26,E-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs (B04) (Sog),"E-SUB-B04-SOG-1010, E-SUB-B04-SOG-1010","E-SUB-B04-SOG-1010: SS 4, E-SUB-B04-SOG-1010: FF",CON-B04-SOG-1040
The Big -P.01-UP-20-April-26,AB-SUB-B04-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B04) (Sog),"CON-B04-SOG-1050, CON-B04-SOG-1040","CON-B04-SOG-1050: FS, CON-B04-SOG-1040: FS","AB-APP-B04-SOG-1010, AB-APP-B04-SOG-1010"
The Big -P.01-UP-20-April-26,AB-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs As-Built Drawing (B04) (Sog),"AB-SUB-B04-SOG-1010, AB-SUB-B04-SOG-1010","AB-SUB-B04-SOG-1010: SS 12, AB-SUB-B04-SOG-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,P-MS-1000,Submittal for RFT Rebar,KD-MS-1000,KD-MS-1000: FS,"P-MA-1000, P-MA-1000"
The Big -P.01-UP-20-April-26,CON-B01-FOOT-1050,RFT for RC Raft & Footings (B01) (footing),"CON-B01-FOOT-1040, E-APP-B01-FOOT-1020, CON-B01-FOOT-1040, P-MDEL-1000","CON-B01-FOOT-1040: SS 2, E-APP-B01-FOOT-1020: FS, CON-B01-FOOT-1040: FF, P-MDEL-1000: FS",CON-B01-FOOT-1090
The Big -P.01-UP-20-April-26,CON-B02-FOOT-1050,RFT for RC Raft & Footings (B02) (footing),"CON-B02-FOOT-1040, E-APP-B02-FOOT-1020, CON-B02-FOOT-1040, P-MDEL-1000","CON-B02-FOOT-1040: SS 2, E-APP-B02-FOOT-1020: FS, CON-B02-FOOT-1040: FF, P-MDEL-1000: FS","CON-B02-FOOT-1090, AB-SUB-B02-FOOT-1020"
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1050,RFT for RC Raft & Footings (B04) (footing),"CON-B04-FOOT-1040, E-APP-B04-FOOT-1030, CON-B04-FOOT-1040, P-MDEL-1000","CON-B04-FOOT-1040: SS 1, E-APP-B04-FOOT-1030: FS, CON-B04-FOOT-1040: FF, P-MDEL-1000: FS","CON-B04-FOOT-1080, AB-SUB-B04-FOOT-1020"
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1050,RFT for RC Raft & Footings (B03) (footing),"CON-B03-FOOT-1040, E-APP-B03-FOOT-1030, CON-B03-FOOT-1040, P-MDEL-1000","CON-B03-FOOT-1040: SS 1, E-APP-B03-FOOT-1030: FS, CON-B03-FOOT-1040: FF, P-MDEL-1000: FS","CON-B03-FOOT-1080, AB-SUB-B03-FOOT-1020"
The Big -P.01-UP-20-April-26,CON-B01-FOOT-1070,RFT for Columns & Walls Below SOG (B01) (footing),"CON-B01-FOOT-1060, CON-B01-FOOT-1060, E-APP-B01-FOOT-1020, P-MDEL-1000","CON-B01-FOOT-1060: SS 1, CON-B01-FOOT-1060: FF, E-APP-B01-FOOT-1020: FS, P-MDEL-1000: FS",CON-B01-FOOT-1080
The Big -P.01-UP-20-April-26,CON-B02-FOOT-1070,RFT for Columns & Walls Below SOG (B02) (footing),"CON-B02-FOOT-1060, CON-B02-FOOT-1060, E-APP-B02-FOOT-1020, P-MDEL-1000","CON-B02-FOOT-1060: SS 1, CON-B02-FOOT-1060: FF, E-APP-B02-FOOT-1020: FS, P-MDEL-1000: FS",CON-B02-FOOT-1080
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1070,RFT for Columns & Walls Below SOG (B04) (footing),"CON-B04-FOOT-1060, CON-B04-FOOT-1060, E-APP-B04-FOOT-1030, P-MDEL-1000","CON-B04-FOOT-1060: SS 1, CON-B04-FOOT-1060: FF, E-APP-B04-FOOT-1030: FS, P-MDEL-1000: FS",CON-B04-FOOT-1090
The Big -P.01-UP-20-April-26,CON-B03-FOOT-1070,RFT for Columns & Walls Below SOG (B03) (footing),"CON-B03-FOOT-1060, CON-B03-FOOT-1060, E-APP-B03-FOOT-1030, P-MDEL-1000","CON-B03-FOOT-1060: SS 2, CON-B03-FOOT-1060: FF, E-APP-B03-FOOT-1030: FS, P-MDEL-1000: FS",CON-B03-FOOT-1090
The Big -P.01-UP-20-April-26,P-MA-1000,Approval for RFT Rebar,"P-MS-1000, P-MS-1000","P-MS-1000: SS 12, P-MS-1000: FF 10","P-MPOS-1000, P-MPOS-1070, P-MPOS-1080, P-MPOS-1090, P-MPOS-1100, P-MPOS-1110, P-MPOS-1120, P-MPOS-1130, P-MPOS-1140, P-MPOS-1150, P-MPOS-1160, P-MPOS-1170, P-MPOS-1180, P-MPOS-1190"
The Big -P.01-UP-20-April-26,E-SUB-B02-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs (B02) (footing),"E-DR-1000, E-SUB-B02-FOOT-1010","E-DR-1000: SS 33, E-SUB-B02-FOOT-1010: SS 1","E-APP-B02-FOOT-1020, E-APP-B02-FOOT-1020"
The Big -P.01-UP-20-April-26,E-SUB-B03-FOOT-1030,Submittal for RC Raft & Footings RFT DWGs (B03) (footing),"E-DR-1000, E-SUB-B03-FOOT-1020","E-DR-1000: SS 37, E-SUB-B03-FOOT-1020: SS 1","E-APP-B03-FOOT-1030, E-APP-B03-FOOT-1030"
The Big -P.01-UP-20-April-26,E-SUB-B04-FOOT-1030,Submittal for RC Raft & Footings RFT DWGs (B04) (footing),"E-DR-1000, E-SUB-B04-FOOT-1020","E-DR-1000: SS 35, E-SUB-B04-FOOT-1020: SS 3","E-APP-B04-FOOT-1030, E-APP-B04-FOOT-1030"
The Big -P.01-UP-20-April-26,E-APP-B01-FOOT-1020,Approval for RC Raft & Footings RFT DWGs (B01),"E-SUB-B01-FOOT-1020, E-SUB-B01-FOOT-1020","E-SUB-B01-FOOT-1020: SS 12, E-SUB-B01-FOOT-1020: FF 10","CON-B01-FOOT-1050, CON-B01-FOOT-1070"
The Big -P.01-UP-20-April-26,E-APP-B02-FOOT-1020,Approval for RC Raft & Footings RFT DWGs (B02) (footing),"E-SUB-B02-FOOT-1020, E-SUB-B02-FOOT-1020","E-SUB-B02-FOOT-1020: SS 12, E-SUB-B02-FOOT-1020: FF 10","CON-B02-FOOT-1050, CON-B02-FOOT-1070"
The Big -P.01-UP-20-April-26,E-APP-B03-FOOT-1030,Approval for RC Raft & Footings RFT DWGs  (B03) (footing),"E-SUB-B03-FOOT-1030, E-SUB-B03-FOOT-1030","E-SUB-B03-FOOT-1030: SS 12, E-SUB-B03-FOOT-1030: FF 10","CON-B03-FOOT-1050, CON-B03-FOOT-1070"
The Big -P.01-UP-20-April-26,E-APP-B04-FOOT-1030,Approval for RC Raft & Footings RFT DWGs (B04) (footing),"E-SUB-B04-FOOT-1030, E-SUB-B04-FOOT-1030","E-SUB-B04-FOOT-1030: SS 12, E-SUB-B04-FOOT-1030: FF 10","CON-B04-FOOT-1050, CON-B04-FOOT-1070"
The Big -P.01-UP-20-April-26,AB-SUB-B02-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B02) (footing),"CON-B02-FOOT-1050, CON-B02-FOOT-1090","CON-B02-FOOT-1050: FS, CON-B02-FOOT-1090: FS","AB-APP-B02-FOOT-1020, AB-APP-B02-FOOT-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B03-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B03) (footing),"CON-B03-FOOT-1050, CON-B03-FOOT-1080","CON-B03-FOOT-1050: FS, CON-B03-FOOT-1080: FS","AB-APP-B03-FOOT-1020, AB-APP-B03-FOOT-1020"
The Big -P.01-UP-20-April-26,AB-SUB-B04-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B04) (footing),"CON-B04-FOOT-1050, CON-B04-FOOT-1080","CON-B04-FOOT-1050: FS, CON-B04-FOOT-1080: FS","AB-APP-B04-FOOT-1020, AB-APP-B04-FOOT-1020"
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1030,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B01),"AB-SUB-B01-FOOT-1030, AB-SUB-B01-FOOT-1030","AB-SUB-B01-FOOT-1030: SS 12, AB-SUB-B01-FOOT-1030: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B02-FOOT-1020,Approval for RC Raft & Footings RFT DWGs As-Built Drawing (B02) (footing),"AB-SUB-B02-FOOT-1020, AB-SUB-B02-FOOT-1020","AB-SUB-B02-FOOT-1020: SS 12, AB-SUB-B02-FOOT-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B03-FOOT-1020,Approval for RC Raft & Footings RFT DWGs As-Built Drawing  (B03) (footing),"AB-SUB-B03-FOOT-1020, AB-SUB-B03-FOOT-1020","AB-SUB-B03-FOOT-1020: SS 12, AB-SUB-B03-FOOT-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1000,Approval for PC Raft Conc. Dim. Conc. Dim.  & RFT DWGs As-Built Drawing  (B04) (footing),"AB-SUB-B04-FOOT-1000, AB-SUB-B04-FOOT-1000","AB-SUB-B04-FOOT-1000: SS 12, AB-SUB-B04-FOOT-1000: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (footing),"AB-SUB-B04-FOOT-1010, AB-SUB-B04-FOOT-1010","AB-SUB-B04-FOOT-1010: SS 12, AB-SUB-B04-FOOT-1010: FF 6",HO-1050
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1020,Approval for RC Raft & Footings RFT Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (footing),"AB-SUB-B04-FOOT-1020, AB-SUB-B04-FOOT-1020","AB-SUB-B04-FOOT-1020: SS 12, AB-SUB-B04-FOOT-1020: FF 6",HO-1050
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1010,"RFT for Walls, Col. & Cores (B01) (Bas 02)","CON-B01-BAS02-1000, CON-B01-BAS02-1000, E-APP-B01-BAS02-1000, P-MDEL-1170","CON-B01-BAS02-1000: SS, CON-B01-BAS02-1000: FF, E-APP-B01-BAS02-1000: FS, P-MDEL-1170: FS","CON-B01-BAS02-1020, CON-B01-BAS02-1020"
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1070,RFT for Slabs & Beams (B01) (Bas 02),"CON-B01-BAS02-1040, CON-B01-BAS02-1040, E-APP-B01-BAS02-1030, E-APP-B01-BAS02-1040, P-MDEL-1170","CON-B01-BAS02-1040: SS 3, CON-B01-BAS02-1040: FF, E-APP-B01-BAS02-1030: FS, E-APP-B01-BAS02-1040: FS, P-MDEL-1170: FS",CON-B01-BAS02-1130
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1080,RFT for Stairs (B01) (Bas 02),"CON-B01-BAS02-1050, CON-B01-BAS02-1050, E-APP-B01-BAS02-1010, P-MDEL-1170","CON-B01-BAS02-1050: SS 2, CON-B01-BAS02-1050: FF, E-APP-B01-BAS02-1010: FS, P-MDEL-1170: FS",CON-B01-BAS02-1100
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1010,"RFT for Walls, Col. & Cores (B02) (Bas 02)","CON-B02-BAS02-1000, CON-B02-BAS02-1000, E-APP-B02-BAS02-1000, P-MDEL-1170","CON-B02-BAS02-1000: SS, CON-B02-BAS02-1000: FF, E-APP-B02-BAS02-1000: FS, P-MDEL-1170: FS","CON-B02-BAS02-1020, CON-B03-BAS02-1010, CON-B02-BAS02-1020"
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1060,RFT for Slabs & Beams (B02) (Bas 02),"CON-B02-BAS02-1040, CON-B02-BAS02-1040, E-APP-B02-BAS02-1020, E-APP-B02-BAS02-1030, P-MDEL-1170","CON-B02-BAS02-1040: SS 2, CON-B02-BAS02-1040: FF, E-APP-B02-BAS02-1020: FS, E-APP-B02-BAS02-1030: FS, P-MDEL-1170: FS","CON-B03-BAS02-1060, CON-B02-BAS02-1100"
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1070,RFT for Stairs  (B02) (Bas 02),"CON-B02-BAS02-1050, CON-B02-BAS02-1050, E-APP-B02-BAS02-1010, P-MDEL-1170","CON-B02-BAS02-1050: SS 2, CON-B02-BAS02-1050: FF, E-APP-B02-BAS02-1010: FS, P-MDEL-1170: FS","CON-B03-BAS02-1070, CON-B02-BAS02-1080, AB-SUB-B02-BAS2-1010"
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1010,"RFT for Walls, Col. & Cores (B03) (Bas 02)","CON-B03-BAS02-1000, CON-B03-BAS02-1000, CON-B02-BAS02-1010, E-APP-B03-BAS02-1000, P-MDEL-1170","CON-B03-BAS02-1000: SS, CON-B03-BAS02-1000: FF, CON-B02-BAS02-1010: FS, E-APP-B03-BAS02-1000: FS, P-MDEL-1170: FS","CON-B03-BAS02-1020, CON-B03-BAS02-1020"
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1060,RFT for Slabs & Beams (B03) (Bas 02),"CON-B03-BAS02-1040, CON-B02-BAS02-1060, CON-B03-BAS02-1040, E-APP-B03-BAS02-1020, E-APP-B03-BAS02-1030, P-MDEL-1170","CON-B03-BAS02-1040: SS 2, CON-B02-BAS02-1060: FS, CON-B03-BAS02-1040: FF, E-APP-B03-BAS02-1020: FS, E-APP-B03-BAS02-1030: FS, P-MDEL-1170: FS",CON-B03-BAS02-1100
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1070,RFT for Stairs  (B03) (Bas 02),"CON-B03-BAS02-1050, CON-B02-BAS02-1070, CON-B03-BAS02-1050, E-APP-B03-BAS02-1010, P-MDEL-1170","CON-B03-BAS02-1050: SS 2, CON-B02-BAS02-1070: FS, CON-B03-BAS02-1050: FF, E-APP-B03-BAS02-1010: FS, P-MDEL-1170: FS",CON-B03-BAS02-1080
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1010,"RFT for Walls, Col. & Cores (B04) (Bas 02)","CON-B04-BAS02-1000, CON-B04-BAS02-1000, E-APP-B04-BAS02-1000, P-MDEL-1170","CON-B04-BAS02-1000: SS, CON-B04-BAS02-1000: FF, E-APP-B04-BAS02-1000: FS, P-MDEL-1170: FS","CON-B04-BAS02-1020, AB-SUB-B04-BAS2-1000, CON-B04-BAS02-1020"
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1060,RFT for Slabs & Beams (B04) (Bas 02),"CON-B04-BAS02-1040, CON-B04-BAS02-1040, E-APP-B04-BAS02-1030, E-APP-B04-BAS02-1040, P-MDEL-1170","CON-B04-BAS02-1040: SS 2, CON-B04-BAS02-1040: FF, E-APP-B04-BAS02-1030: FS, E-APP-B04-BAS02-1040: FS, P-MDEL-1170: FS",CON-B04-BAS02-1130
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1080,RFT for Stairs  (B04) (Bas 02),"CON-B04-BAS02-1050, CON-B04-BAS02-1050, E-APP-B04-BAS02-1010, P-MDEL-1170","CON-B04-BAS02-1050: SS 2, CON-B04-BAS02-1050: FF, E-APP-B04-BAS02-1010: FS, P-MDEL-1170: FS",CON-B04-BAS02-1100
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1090,RFT for Ramps (B01) (Bas 02),"CON-B01-BAS02-1060, CON-B01-BAS02-1060, E-APP-B01-BAS02-1020, P-MDEL-1170","CON-B01-BAS02-1060: SS 2, CON-B01-BAS02-1060: FF, E-APP-B01-BAS02-1020: FS, P-MDEL-1170: FS",CON-B01-BAS02-1110
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1090,RFT for Ramps (B04) (Bas 02),"CON-B04-BAS02-1070, CON-B04-BAS02-1070, E-APP-B04-BAS02-1020, P-MDEL-1170","CON-B04-BAS02-1070: SS 2, CON-B04-BAS02-1070: FF, E-APP-B04-BAS02-1020: FS, P-MDEL-1170: FS",CON-B04-BAS02-1110
The Big -P.01-UP-20-April-26,CON-B04-WT-1070,RFT for RC Raft (B04) (Water Tank),"CON-B04-WT-1060, E-APP-B04-WT-1020, CON-B04-WT-1060, P-MDEL-1000","CON-B04-WT-1060: SS 1, E-APP-B04-WT-1020: FS, CON-B04-WT-1060: FS, P-MDEL-1000: FS","CON-B04-WT-1080, AB-SUB-B04-WT-1020"
The Big -P.01-UP-20-April-26,CON-B04-WT-1110,RFT for Walls (B04) (Water Tank),"CON-B04-WT-1100, CON-B04-WT-1100, E-APP-B04-WT-1030, P-MDEL-1000","CON-B04-WT-1100: SS, CON-B04-WT-1100: FF, E-APP-B04-WT-1030: FS, P-MDEL-1000: FS","CON-B04-WT-1120, CON-B04-WT-1130, AB-SUB-B04-WT-1030"
The Big -P.01-UP-20-April-26,CON-B04-WT-1160,RFT for Top Slab (B04) (Water Tank),"CON-B04-WT-1150, CON-B04-WT-1150, E-APP-B04-WT-1040, P-MDEL-1000","CON-B04-WT-1150: SS 1, CON-B04-WT-1150: FF, E-APP-B04-WT-1040: FS, P-MDEL-1000: FS","CON-B04-WT-1170, AB-SUB-B04-WT-1040"
The Big -P.01-UP-20-April-26,CON-B02-SOG-1040,Shuttering & RFT for S.O.G (B02) (Sog),"CON-B02-SOG-1030, CON-B02-SOG-1030, CON-B01-SOG-1040, E-APP-B02-SOG-1010, E-APP-B02-SOG-1000, E-APP-B02-SOG-1010, P-MDEL-1150","CON-B02-SOG-1030: SS 5, CON-B02-SOG-1030: FF, CON-B01-SOG-1040: FS, E-APP-B02-SOG-1010: FS, E-APP-B02-SOG-1000: FS, E-APP-B02-SOG-1010: FF, P-MDEL-1150: FS","CON-B02-SOG-1050, CON-B02-SOG-1050, AB-SUB-B02-SOG-1000, AB-SUB-B02-SOG-1010"
The Big -P.01-UP-20-April-26,CON-B01-SOG-1040,Shuttering & RFT for S.O.G (B01) (Sog),"CON-B01-SOG-1030, CON-B01-SOG-1030, E-APP-B01-SOG-1010, E-APP-B01-SOG-1000, P-MDEL-1150","CON-B01-SOG-1030: SS 5, CON-B01-SOG-1030: FF, E-APP-B01-SOG-1010: FS, E-APP-B01-SOG-1000: FS, P-MDEL-1150: FS","CON-B01-SOG-1050, CON-B01-SOG-1050, CON-B02-SOG-1040, AB-SUB-B01-SOG-1000"
The Big -P.01-UP-20-April-26,CON-B03-SOG-1040,Shuttering & RFT for S.O.G (B03) (sog),"CON-B03-SOG-1030, CON-B03-SOG-1030, E-APP-B03-SOG-1010, E-APP-B03-SOG-1000, P-MDEL-1150","CON-B03-SOG-1030: SS 5, CON-B03-SOG-1030: FF, E-APP-B03-SOG-1010: FS, E-APP-B03-SOG-1000: FS, P-MDEL-1150: FS","CON-B03-SOG-1050, CON-B03-SOG-1050, CON-B04-SOG-1040, AB-SUB-B03-SOG-1000"
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1010,"RFT for Walls, Col. & Cores (B01) (Bas 01)","CON-B01-BAS01-1000, CON-B01-BAS01-1000, E-APP-B01-BAS01-1000, P-MDEL-1160","CON-B01-BAS01-1000: SS, CON-B01-BAS01-1000: FF, E-APP-B01-BAS01-1000: FS, P-MDEL-1160: FS","CON-B01-BAS01-1020, CON-B01-BAS01-1030, CON-B01-BAS01-1020"
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1060,RFT for Slabs & Beams (B01) (Bas 01),"CON-B01-BAS01-1040, CON-B01-BAS01-1040, CON-B01-BAS02-1140, E-APP-B01-BAS01-1030, E-APP-B01-BAS01-1040, P-MDEL-1160","CON-B01-BAS01-1040: SS 2, CON-B01-BAS01-1040: FF, CON-B01-BAS02-1140: FS, E-APP-B01-BAS01-1030: FS, E-APP-B01-BAS01-1040: FS, P-MDEL-1160: FS",CON-B01-BAS01-1110
The Big -P.01-UP-20-April-26,CON-B01-BAS01-1080,RFT for Stairs  (B01) (Bas 01),"CON-B01-BAS01-1050, CON-B01-BAS01-1050, E-APP-B01-BAS01-1010, P-MDEL-1160","CON-B01-BAS01-1050: SS 3, CON-B01-BAS01-1050: FF, E-APP-B01-BAS01-1010: FS, P-MDEL-1160: FS",CON-B01-BAS01-1100
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1010,"RFT for Walls, Col. & Cores (B02) (Bas 01)","CON-B02-BAS01-1000, CON-B02-BAS01-1000, E-APP-B02-BAS01-1000, P-MDEL-1160","CON-B02-BAS01-1000: SS, CON-B02-BAS01-1000: FF, E-APP-B02-BAS01-1000: FS, P-MDEL-1160: FS","CON-B02-BAS01-1020, CON-B03-BAS01-1010, CON-B02-BAS01-1020"
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1060,RFT for Slabs & Beams (B02) (Bas 01),"CON-B02-BAS01-1040, CON-B02-BAS01-1040, E-APP-B02-BAS01-1020, E-APP-B02-BAS01-1030, P-MDEL-1160","CON-B02-BAS01-1040: SS 2, CON-B02-BAS01-1040: FF, E-APP-B02-BAS01-1020: FS, E-APP-B02-BAS01-1030: FS, P-MDEL-1160: FS","CON-B03-BAS01-1050, CON-B02-BAS01-1090"
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1070,RFT for Stairs  (B02) (Bas 01),"CON-B02-BAS01-1050, CON-B02-BAS01-1050, E-APP-B02-BAS01-1010, P-MDEL-1160","CON-B02-BAS01-1050: SS 2, CON-B02-BAS01-1050: FF, E-APP-B02-BAS01-1010: FS, P-MDEL-1160: FS","CON-B03-BAS01-1070, CON-B02-BAS01-1080"
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1010,"RFT for Walls, Col. & Cores (B04) (Bas 01)","CON-B04-BAS01-1000, CON-B04-BAS01-1000, E-APP-B04-BAS01-1000, P-MDEL-1160","CON-B04-BAS01-1000: SS, CON-B04-BAS01-1000: FF, E-APP-B04-BAS01-1000: FS, P-MDEL-1160: FS","CON-B04-BAS01-1020, CON-B04-BAS01-1020"
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1070,RFT for Slabs & Beams (B04) (Bas 01),"CON-B04-BAS01-1040, CON-B04-BAS01-1040, E-APP-B04-BAS01-1030, E-APP-B04-BAS01-1040, P-MDEL-1160","CON-B04-BAS01-1040: SS 4, CON-B04-BAS01-1040: FF, E-APP-B04-BAS01-1030: FS, E-APP-B04-BAS01-1040: FS, P-MDEL-1160: FS",CON-B04-BAS01-1120
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1090,RFT for Stairs  (B04) (Bas 01),"CON-B04-BAS01-1060, CON-B04-BAS01-1060, E-APP-B04-BAS01-1010, P-MDEL-1160","CON-B04-BAS01-1060: SS 5, CON-B04-BAS01-1060: FF, E-APP-B04-BAS01-1010: FS, P-MDEL-1160: FS",CON-B04-BAS01-1100
