Actual Duration,Activity ID,Activity Name,WBS,project_id,Original Duration,Remaining Duration,BL Project Start,BL Project Finish,Start,Finish,Free Float,Total Float,Variance - BL1 Nonlabor Units,Variance - BL Project Nonlabor Units,Actual Nonlabor Units,Remaining Nonlabor Units,Predecessors,Successors,Budgeted Nonlabor Units,Activity % Complete,Critical,Longest Path
0,E-SUB-B01-FOOT-1010,Submittal for RC Raft & Footings Conc. Dim. DWGs (B01) (footing),Approved Baseline.EN.2.S.P02.B01.SUB.F,The Big -P.01-UP-20-April-26,18,18,5-Oct-25,26-Oct-25,5-Oct-25,26-Oct-25,0,17,0,0,0,0,"E-DR-1000, E-SUB-B01-FOOT-1000","E-APP-B01-FOOT-1010, E-APP-B01-FOOT-1010, E-SUB-B01-FOOT-1030",0,0%,No,No
0,E-SUB-B01-FOOT-1030,Submittal for  Waterproofing Layout Plan (B01),Approved Baseline.EN.2.S.P02.B01.SUB.F,The Big -P.01-UP-20-April-26,18,18,9-Oct-25,29-Oct-25,9-Oct-25,29-Oct-25,0,17,0,0,0,0,"E-DR-1000, E-SUB-B01-FOOT-1010","E-APP-B01-FOOT-1030, E-APP-B01-FOOT-1030, E-SUB-B01-FOOT-1020",0,0%,No,No
0,E-SUB-B01-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs (B01) (footing),Approved Baseline.EN.2.S.P02.B01.SUB.F,The Big -P.01-UP-20-April-26,18,18,13-Oct-25,2-Nov-25,13-Oct-25,2-Nov-25,0,18,0,0,0,0,"E-DR-1000, E-SUB-B01-FOOT-1030","E-APP-B01-FOOT-1020, E-APP-B01-FOOT-1020",0,0%,No,No
0,,,,The Big -P.01-UP-20-April-26,122,122,10-Nov-25,7-Apr-26,10-Nov-25,7-Apr-26,0,229,0,0,0,0,,,0,,,
0,E-SUB-B01-BAS02-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (Bas 02),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB,The Big -P.01-UP-20-April-26,18,18,10-Nov-25,30-Nov-25,10-Nov-25,30-Nov-25,0,11,0,0,0,0,E-DR-1000,"E-APP-B01-BAS02-1000, E-APP-B01-BAS02-1000, E-SUB-B01-BAS02-1010",0,0%,No,No
0,E-SUB-B01-BAS02-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (Bas 02),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB,The Big -P.01-UP-20-April-26,18,18,13-Nov-25,3-Dec-25,13-Nov-25,3-Dec-25,0,19,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS02-1000","E-APP-B01-BAS02-1010, E-APP-B01-BAS02-1010, E-SUB-B01-BAS02-1020",0,0%,No,No
0,E-SUB-B01-BAS02-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs (B01) (Bas 02),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB,The Big -P.01-UP-20-April-26,18,18,17-Nov-25,7-Dec-25,17-Nov-25,7-Dec-25,0,19,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS02-1010","E-APP-B01-BAS02-1020, E-APP-B01-BAS02-1020, E-SUB-B01-BAS02-1030",0,0%,No,No
0,E-SUB-B01-BAS02-1030,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (Bas 02),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB,The Big -P.01-UP-20-April-26,18,18,20-Nov-25,10-Dec-25,20-Nov-25,10-Dec-25,0,19,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS02-1020","E-APP-B01-BAS02-1030, E-APP-B01-BAS02-1030, E-SUB-B01-BAS02-1040",0,0%,No,No
0,E-SUB-B01-BAS02-1040,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (Bas 02),Approved Baseline.EN.2.S.P02.B01.SUB.2ndB,The Big -P.01-UP-20-April-26,18,18,24-Nov-25,14-Dec-25,24-Nov-25,14-Dec-25,0,19,0,0,0,0,"E-DR-1000, E-SUB-B01-BAS02-1030","E-APP-B01-BAS02-1040, E-APP-B01-BAS02-1040",0,0%,No,No
0,,,,The Big -P.01-UP-20-April-26,21,21,10-Mar-26,7-Apr-26,10-Mar-26,7-Apr-26,0,229,0,0,0,0,,,0,,,
