Actual Duration,Activity ID,Activity Name,WBS,project_id,Original Duration,Remaining Duration,BL Project Start,BL Project Finish,Start,Finish,Free Float,Total Float,Variance - BL1 Nonlabor Units,Variance - BL Project Nonlabor Units,Actual Nonlabor Units,Remaining Nonlabor Units,Predecessors,Successors,Budgeted Nonlabor Units,Activity % Complete,Critical,Longest Path
0,CON-B01-4TH-1010,"RFT for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,The Big -P.01-UP-20-April-26,7,7,2-Sep-26,9-Sep-26,10-Jan-27,17-Jan-27,0.0,-109.0,0,0,0.0,1.0,"CON-B01-4TH-1000, CON-B01-4TH-1000, E-APP-B01-4TH-1000, E-APP-B01-4TH-1010, E-APP-B01-4TH-1020, E-APP-B01-4TH-1030, P-MDEL-1090","CON-B01-4TH-1020, CON-B01-4TH-1020",1,0%,Yes,Yes
0,CON-B03-2ND-1040,"Shuttering for Slabs, Beams & Stairs (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,The Big -P.01-UP-20-April-26,15,15,2-Sep-26,19-Sep-26,10-Dec-26,27-Dec-26,0.0,-84.0,0,0,0.0,0.0,"E-APP-B03-2ND-1030, E-APP-B03-2ND-1020, E-APP-B03-2ND-1010, CON-B03-2ND-1030, CON-B03-1ST-1080","CON-B03-2ND-1050, CON-B03-2ND-1050",0,0%,Yes,No
0,CON-B01-4TH-1020,"Shuttering for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,The Big -P.01-UP-20-April-26,7,7,6-Sep-26,13-Sep-26,13-Jan-27,20-Jan-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-4TH-1010, CON-B01-4TH-1010, E-APP-B01-4TH-1000",CON-B01-4TH-1030,0,0%,Yes,Yes
0,CON-B03-2ND-1050,"RFT for Slabs, Beams & Stairs(B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,The Big -P.01-UP-20-April-26,15,15,7-Sep-26,23-Sep-26,15-Dec-26,31-Dec-26,0.0,-84.0,0,0,0.0,0.0,"CON-B03-2ND-1040, CON-B03-2ND-1040, E-APP-B03-2ND-1010, E-APP-B03-2ND-1020, E-APP-B03-2ND-1030, P-MDEL-1110",CON-B03-2ND-1060,0,0%,Yes,No
0,CON-B04-3RD-1060,"Pouring for Slabs, Beams & Stairs (B04) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.3rdF,The Big -P.01-UP-20-April-26,3,3,12-Sep-26,14-Sep-26,3-Jan-27,5-Jan-27,0.0,-96.0,0,0,0.0,0.0,"CON-B04-3RD-1050, P-MDEL-1030","CON-B04-3RD-1070, CON-B04-3RD-1080, AB-SUB-B04-3RD-1010, AB-SUB-B04-3RD-1020, AB-SUB-B04-3RD-1030, CON-B04-4TH-1000",0,0%,Yes,No
0,CON-B01-4TH-1030,"Pouring for Walls, Col. & Cores (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,The Big -P.01-UP-20-April-26,2,2,14-Sep-26,15-Sep-26,21-Jan-27,23-Jan-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-4TH-1020, P-MDEL-1030","CON-B01-4TH-1040, AB-SUB-B01-4TH-1000",0,0%,Yes,Yes
0,CON-B04-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,5,5,15-Sep-26,20-Sep-26,6-Jan-27,12-Jan-27,0.0,-96.0,0,0,0.0,0.0,CON-B04-3RD-1060,"CON-B04-4TH-1010, CON-B04-4TH-1010",0,0%,Yes,No
0,CON-B01-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,The Big -P.01-UP-20-April-26,12,12,16-Sep-26,29-Sep-26,24-Jan-27,7-Feb-27,0.0,-109.0,0,0,0.0,0.0,"E-APP-B01-4TH-1030, E-APP-B01-4TH-1020, E-APP-B01-4TH-1010, CON-B01-4TH-1030, CON-B01-3RD-1080","CON-B01-4TH-1050, CON-B01-4TH-1050",0,0%,Yes,Yes
0,CON-B04-4TH-1010,"RFT for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,8,8,19-Sep-26,27-Sep-26,11-Jan-27,19-Jan-27,0.0,-96.0,0,0,0.0,1.0,"CON-B04-4TH-1000, CON-B04-4TH-1000, E-APP-B04-4TH-1000, P-MDEL-1090","CON-B04-4TH-1020, CON-B04-4TH-1020",1,0%,Yes,No
0,CON-B01-4TH-1050,"RFT for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,The Big -P.01-UP-20-April-26,12,12,21-Sep-26,4-Oct-26,30-Jan-27,11-Feb-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-4TH-1040, CON-B01-4TH-1040, P-MDEL-1090",CON-B01-4TH-1060,0,0%,Yes,Yes
0,CON-B04-4TH-1020,"Shuttering for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,8,8,22-Sep-26,30-Sep-26,14-Jan-27,23-Jan-27,0.0,-96.0,0,0,0.0,0.0,"CON-B04-4TH-1010, CON-B04-4TH-1010, E-APP-B04-4TH-1000",CON-B04-4TH-1030,0,0%,Yes,No
0,CON-B03-2ND-1060,"Pouring for Slabs, Beams & Stairs (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,The Big -P.01-UP-20-April-26,3,3,24-Sep-26,27-Sep-26,2-Jan-27,4-Jan-27,0.0,-84.0,0,0,0.0,0.0,"CON-B03-2ND-1050, P-MDEL-1030","CON-B03-2ND-1070, CON-B03-2ND-1080, AB-SUB-B03-2ND-1010, AB-SUB-B03-2ND-1020, AB-SUB-B03-2ND-1030",0,0%,Yes,No
0,CON-B03-2ND-1070,"Curing for Slabs, Beams & Stairs (B03) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.2ndF,The Big -P.01-UP-20-April-26,3,3,28-Sep-26,30-Sep-26,5-Jan-27,7-Jan-27,0.0,-99.0,0,0,0.0,0.0,CON-B03-2ND-1060,CON-B03-3RD-1000,0,0%,Yes,No
0,CON-B04-4TH-1030,"Pouring for Walls, Col. & Cores (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,1,1,1-Oct-26,1-Oct-26,24-Jan-27,24-Jan-27,0.0,-96.0,0,0,0.0,0.0,"CON-B04-4TH-1020, P-MDEL-1030","CON-B04-4TH-1040, AB-SUB-B04-4TH-1000",0,0%,Yes,No
0,CON-B04-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,10,10,3-Oct-26,14-Oct-26,26-Jan-27,6-Feb-27,0.0,-96.0,0,0,0.0,0.0,"E-APP-B04-4TH-1030, E-APP-B04-4TH-1020, E-APP-B04-4TH-1010, CON-B04-4TH-1030, CON-B04-3RD-1080","CON-B04-4TH-1050, CON-B04-4TH-1050",0,0%,Yes,No
0,CON-B01-4TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.4thF,The Big -P.01-UP-20-April-26,3,3,5-Oct-26,8-Oct-26,13-Feb-27,15-Feb-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-4TH-1050, P-MDEL-1030","CON-B01-4TH-1070, AB-SUB-B01-4TH-1010, AB-SUB-B01-4TH-1020, AB-SUB-B01-4TH-1030, CON-B01-5TH-1000",0,0%,Yes,Yes
0,CON-B04-4TH-1050,"RFT for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,10,10,8-Oct-26,19-Oct-26,31-Jan-27,10-Feb-27,0.0,-96.0,0,0,0.0,0.0,"CON-B04-4TH-1040, CON-B04-4TH-1040, E-APP-B04-4TH-1010, E-APP-B04-4TH-1020, E-APP-B04-4TH-1030, P-MDEL-1090",CON-B04-4TH-1060,0,0%,Yes,No
0,CON-B01-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,3,3,11-Oct-26,13-Oct-26,17-Feb-27,20-Feb-27,0.0,-109.0,0,0,0.0,0.0,CON-B01-4TH-1060,"CON-B01-5TH-1010, CON-B01-5TH-1010",0,0%,Yes,Yes
0,CON-B03-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,5,5,11-Oct-26,15-Oct-26,18-Jan-27,23-Jan-27,0.0,-84.0,0,0,0.0,0.0,CON-B03-2ND-1070,"CON-B03-3RD-1010, CON-B03-3RD-1010",0,0%,Yes,No
0,CON-B01-5TH-1010,"RFT for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,6,6,14-Oct-26,20-Oct-26,21-Feb-27,27-Feb-27,0.0,-109.0,0,0,0.0,1.0,"CON-B01-5TH-1000, CON-B01-5TH-1000, E-APP-B01-5TH-1000, P-MDEL-1080","CON-B01-5TH-1020, CON-B01-5TH-1020",1,0%,Yes,Yes
0,CON-B03-3RD-1010,"RFT for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,12,12,14-Oct-26,27-Oct-26,21-Jan-27,4-Feb-27,0.0,-84.0,0,0,0.0,1.0,"CON-B03-3RD-1000, CON-B03-3RD-1000, E-APP-B03-3RD-1000, P-MDEL-1100","CON-B03-3RD-1020, CON-B03-3RD-1020",1,0%,Yes,No
0,CON-B01-5TH-1020,"Shuttering for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,6,6,18-Oct-26,24-Oct-26,24-Feb-27,2-Mar-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-5TH-1010, CON-B01-5TH-1010, E-APP-B01-5TH-1000",CON-B01-5TH-1030,0,0%,Yes,Yes
0,CON-B03-3RD-1020,"Shuttering for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,12,12,19-Oct-26,1-Nov-26,27-Jan-27,9-Feb-27,0.0,-84.0,0,0,0.0,0.0,"CON-B03-3RD-1010, CON-B03-3RD-1010, E-APP-B03-3RD-1000",CON-B03-3RD-1030,0,0%,Yes,No
0,CON-B04-4TH-1060,"Pouring for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,2,2,20-Oct-26,21-Oct-26,11-Feb-27,13-Feb-27,0.0,-96.0,0,0,0.0,0.0,"CON-B04-4TH-1050, P-MDEL-1030","CON-B04-4TH-1070, CON-B04-4TH-1080, AB-SUB-B04-4TH-1010, AB-SUB-B04-4TH-1020, AB-SUB-B04-4TH-1030",0,0%,Yes,No
0,CON-B04-4TH-1070,"Curing for Slabs, Beams & Stairs (B04) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.4thF,The Big -P.01-UP-20-April-26,3,3,22-Oct-26,24-Oct-26,14-Feb-27,16-Feb-27,0.0,-115.0,0,0,0.0,3.0,CON-B04-4TH-1060,CON-B04-5TH-1000,3,0%,Yes,No
0,CON-B01-5TH-1030,"Pouring for Walls, Col. & Cores (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,2,2,25-Oct-26,26-Oct-26,3-Mar-27,4-Mar-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-5TH-1020, P-MDEL-1030","CON-B01-5TH-1040, AB-SUB-B01-5TH-1000",0,0%,Yes,Yes
0,CON-B04-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,5,5,25-Oct-26,29-Oct-26,17-Feb-27,22-Feb-27,0.0,-97.0,0,0,0.0,0.0,CON-B04-4TH-1070,"CON-B04-5TH-1010, CON-B04-5TH-1010",0,0%,Yes,No
0,CON-B01-5TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,9,9,27-Oct-26,5-Nov-26,6-Mar-27,18-Mar-27,0.0,-109.0,0,0,0.0,0.0,"E-APP-B01-5TH-1030, CON-B01-5TH-1030, CON-B01-4TH-1080, E-APP-B01-5TH-1010, E-APP-B01-5TH-1020","CON-B01-5TH-1050, CON-B01-5TH-1050",0,0%,Yes,Yes
0,CON-B04-5TH-1010,"RFT for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,8,8,28-Oct-26,5-Nov-26,21-Feb-27,1-Mar-27,0.0,-97.0,0,0,0.0,1.0,"CON-B04-5TH-1000, CON-B04-5TH-1000, E-APP-B04-5TH-1000, P-MDEL-1080","CON-B04-5TH-1020, CON-B04-5TH-1020",1,0%,Yes,No
0,CON-B04-5TH-1020,"Shuttering for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,8,8,31-Oct-26,8-Nov-26,23-Feb-27,3-Mar-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-5TH-1010, CON-B04-5TH-1010, E-APP-B04-5TH-1000",CON-B04-5TH-1030,0,0%,Yes,No
0,CON-B01-5TH-1050,"RFT for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,9,9,1-Nov-26,10-Nov-26,14-Mar-27,23-Mar-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-5TH-1040, CON-B01-5TH-1040, E-APP-B01-5TH-1010, E-APP-B01-5TH-1020, E-APP-B01-5TH-1030, P-MDEL-1080",CON-B01-5TH-1060,0,0%,Yes,Yes
0,CON-B03-3RD-1030,"Pouring for Walls, Col. & Cores (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,2,2,2-Nov-26,3-Nov-26,10-Feb-27,11-Feb-27,0.0,-84.0,0,0,0.0,0.0,"CON-B03-3RD-1020, P-MDEL-1030","CON-B03-3RD-1040, AB-SUB-B03-3RD-1000",0,0%,Yes,No
0,CON-B03-3RD-1040,"Shuttering for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,15,15,4-Nov-26,21-Nov-26,13-Feb-27,1-Mar-27,0.0,-84.0,0,0,0.0,0.0,"E-APP-B03-3RD-1030, E-APP-B03-3RD-1020, E-APP-B03-3RD-1010, CON-B03-3RD-1030, CON-B03-2ND-1080","CON-B03-3RD-1050, CON-B03-3RD-1050",0,0%,Yes,No
0,CON-B03-3RD-1050,"RFT for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,15,15,9-Nov-26,25-Nov-26,17-Feb-27,6-Mar-27,0.0,-84.0,0,0,0.0,0.0,"CON-B03-3RD-1040, CON-B03-3RD-1040, E-APP-B03-3RD-1010, E-APP-B03-3RD-1020, E-APP-B03-3RD-1030, P-MDEL-1100",CON-B03-3RD-1060,0,0%,Yes,No
0,CON-B04-5TH-1030,"Pouring for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,1,1,9-Nov-26,9-Nov-26,4-Mar-27,4-Mar-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-5TH-1020, P-MDEL-1030","CON-B04-5TH-1040, AB-SUB-B04-5TH-1000",0,0%,Yes,No
0,CON-B04-5TH-1040,"Shuttering for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,10,10,10-Nov-26,21-Nov-26,6-Mar-27,20-Mar-27,0.0,-97.0,0,0,0.0,0.0,"E-APP-B04-5TH-1030, E-APP-B04-5TH-1020, E-APP-B04-5TH-1010, CON-B04-5TH-1030, CON-B04-4TH-1080","CON-B04-5TH-1050, CON-B04-5TH-1050",0,0%,Yes,No
0,CON-B01-5TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,The Big -P.01-UP-20-April-26,2,2,11-Nov-26,12-Nov-26,24-Mar-27,25-Mar-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-5TH-1050, P-MDEL-1030","CON-B01-5TH-1070, AB-SUB-B01-5TH-1010, AB-SUB-B01-5TH-1020, AB-SUB-B01-5TH-1030, CON-B01-6TH-1000",0,0%,Yes,Yes
0,CON-B01-6TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,4,4,14-Nov-26,17-Nov-26,27-Mar-27,30-Mar-27,0.0,-109.0,0,0,0.0,0.0,CON-B01-5TH-1060,"CON-B01-6TH-1010, CON-B01-6TH-1010",0,0%,Yes,Yes
0,CON-B04-5TH-1050,"RFT for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,10,10,14-Nov-26,24-Nov-26,13-Mar-27,23-Mar-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-5TH-1040, CON-B04-5TH-1040, E-APP-B04-5TH-1010, E-APP-B04-5TH-1020, E-APP-B04-5TH-1030, P-MDEL-1080",CON-B04-5TH-1060,0,0%,Yes,No
0,CON-B01-6TH-1010,"RFT for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,6,6,17-Nov-26,23-Nov-26,30-Mar-27,5-Apr-27,0.0,-109.0,0,0,0.0,1.0,"CON-B01-6TH-1000, CON-B01-6TH-1000, E-APP-B01-6TH-1000, P-MDEL-1070","CON-B01-6TH-1020, CON-B01-6TH-1020",1,0%,Yes,Yes
0,CON-B01-6TH-1020,"Shuttering for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,6,6,21-Nov-26,26-Nov-26,3-Apr-27,8-Apr-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-6TH-1010, CON-B01-6TH-1010, E-APP-B01-6TH-1000",CON-B01-6TH-1030,0,0%,Yes,Yes
0,CON-B04-5TH-1060,"Pouring for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,1,1,25-Nov-26,25-Nov-26,24-Mar-27,24-Mar-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-5TH-1050, P-MDEL-1030","CON-B04-5TH-1070, CON-B04-5TH-1080, AB-SUB-B04-5TH-1010, AB-SUB-B04-5TH-1020, AB-SUB-B04-5TH-1030",0,0%,Yes,No
0,CON-B03-3RD-1060,"Pouring for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,3,3,26-Nov-26,29-Nov-26,7-Mar-27,13-Mar-27,0.0,-84.0,0,0,0.0,0.0,"CON-B03-3RD-1050, P-MDEL-1030","CON-B03-3RD-1070, CON-B03-3RD-1080, AB-SUB-B03-3RD-1010, AB-SUB-B03-3RD-1020, AB-SUB-B03-3RD-1030",0,0%,Yes,No
0,CON-B04-5TH-1070,"Curing for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,The Big -P.01-UP-20-April-26,3,3,26-Nov-26,28-Nov-26,25-Mar-27,27-Mar-27,0.0,-119.0,0,0,0.0,0.0,CON-B04-5TH-1060,CON-B04-6TH-1000,0,0%,Yes,No
0,CON-B01-6TH-1030,"Pouring for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,2,2,29-Nov-26,30-Nov-26,11-Apr-27,12-Apr-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-6TH-1020, P-MDEL-1030","CON-B01-6TH-1040, AB-SUB-B01-6TH-1000",0,0%,Yes,Yes
0,CON-B04-6TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,The Big -P.01-UP-20-April-26,3,3,29-Nov-26,1-Dec-26,28-Mar-27,30-Mar-27,0.0,-97.0,0,0,0.0,0.0,CON-B04-5TH-1070,"CON-B04-6TH-1010, CON-B04-6TH-1010",0,0%,Yes,No
0,CON-B03-3RD-1070,"Curing for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,The Big -P.01-UP-20-April-26,3,3,30-Nov-26,2-Dec-26,14-Mar-27,16-Mar-27,0.0,-104.0,0,0,0.0,0.0,CON-B03-3RD-1060,CON-B03-4TH-1000,0,0%,Yes,No
0,CON-B01-6TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,9,9,1-Dec-26,10-Dec-26,13-Apr-27,22-Apr-27,0.0,-109.0,0,0,0.0,0.0,"E-APP-B01-6TH-1030, E-APP-B01-6TH-1020, E-APP-B01-6TH-1010, CON-B01-6TH-1030, CON-B01-5TH-1080","CON-B01-6TH-1050, CON-B01-6TH-1050",0,0%,Yes,Yes
0,CON-B04-6TH-1010,"RFT for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,The Big -P.01-UP-20-April-26,5,5,2-Dec-26,7-Dec-26,31-Mar-27,5-Apr-27,0.0,-97.0,0,0,0.0,1.0,"CON-B04-6TH-1000, CON-B04-6TH-1000, E-APP-B04-6TH-1000, P-MDEL-1070","CON-B04-6TH-1020, CON-B04-6TH-1020",1,0%,Yes,No
0,CON-B04-6TH-1020,"Shuttering for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,The Big -P.01-UP-20-April-26,5,5,5-Dec-26,9-Dec-26,3-Apr-27,7-Apr-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-6TH-1010, CON-B04-6TH-1010, E-APP-B04-6TH-1000",CON-B04-6TH-1030,0,0%,Yes,No
0,CON-B01-6TH-1050,"RFT for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,9,9,6-Dec-26,15-Dec-26,18-Apr-27,27-Apr-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-6TH-1040, CON-B01-6TH-1040, E-APP-B01-6TH-1010, E-APP-B01-6TH-1020, E-APP-B01-6TH-1030, P-MDEL-1070",CON-B01-6TH-1060,0,0%,Yes,Yes
0,CON-B04-6TH-1030,"Pouring for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,The Big -P.01-UP-20-April-26,1,1,10-Dec-26,10-Dec-26,8-Apr-27,8-Apr-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-6TH-1020, P-MDEL-1030","CON-B04-6TH-1040, AB-SUB-B04-6TH-1000",0,0%,Yes,No
0,CON-B04-6TH-1040,"Shuttering for Slabs, Beams & Stairs (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,The Big -P.01-UP-20-April-26,8,8,12-Dec-26,20-Dec-26,10-Apr-27,18-Apr-27,0.0,-97.0,0,0,0.0,0.0,"E-APP-B04-6TH-1030, E-APP-B04-6TH-1020, E-APP-B04-6TH-1010, CON-B04-6TH-1030, CON-B04-5TH-1080","CON-B04-6TH-1050, CON-B04-6TH-1050",0,0%,Yes,No
0,CON-B03-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,The Big -P.01-UP-20-April-26,5,5,13-Dec-26,17-Dec-26,27-Mar-27,31-Mar-27,0.0,-84.0,0,0,0.0,0.0,CON-B03-3RD-1070,"CON-B03-4TH-1010, CON-B03-4TH-1010",0,0%,Yes,No
0,CON-B04-6TH-1050,"RFT for Slabs, Beams & Stairs (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,The Big -P.01-UP-20-April-26,8,8,15-Dec-26,23-Dec-26,13-Apr-27,21-Apr-27,0.0,-97.0,0,0,0.0,0.0,"CON-B04-6TH-1040, CON-B04-6TH-1040, E-APP-B04-6TH-1010, E-APP-B04-6TH-1020, E-APP-B04-6TH-1030, P-MDEL-1070",CON-B04-6TH-1060,0,0%,Yes,No
0,CON-B01-6TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,The Big -P.01-UP-20-April-26,2,2,16-Dec-26,17-Dec-26,28-Apr-27,29-Apr-27,0.0,-109.0,0,0,0.0,0.0,"CON-B01-6TH-1050, P-MDEL-1030","CON-B01-6TH-1070, AB-SUB-B01-6TH-1010, AB-SUB-B01-6TH-1020, AB-SUB-B01-6TH-1030, CON-B01-7TH-1000",0,0%,Yes,Yes
0,CON-B03-4TH-1010,"RFT for Walls, Col. & Cores (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,The Big -P.01-UP-20-April-26,12,12,16-Dec-26,29-Dec-26,30-Mar-27,12-Apr-27,0.0,-84.0,0,0,0.0,1.0,"CON-B03-4TH-1000, CON-B03-4TH-1000, E-APP-B03-4TH-1000, P-MDEL-1090","CON-B03-4TH-1020, CON-B03-4TH-1020",1,0%,Yes,No
0,CON-B01-7TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,The Big -P.01-UP-20-April-26,3,3,19-Dec-26,21-Dec-26,1-May-27,3-May-27,0.0,-109.0,0,0,0.0,0.0,CON-B01-6TH-1060,"CON-B01-7TH-1010, CON-B01-7TH-1010",0,0%,Yes,Yes
