project_id,claim_id,contract_id,claim_event_ref,claim_title,notice_date,particulars_due,claimed_amount,claimed_days,status,entitlement_basis,responsibility
The Big -P.01-UP-20-April-26,1,PH-01,2,Employer free issue material,85,1.3,0,35,submitted,must supply,client
