change_order_id,contract_id,project_id,title,submitted_date,approved_date,status,claimed_amount,approved_amount,cost_impact,time_impact_days,owner_response_due
1,PH-01,The Big -P.01-UP-20-April-26,Earth Work,3-Nov-25,2-Jan-26,Approved,"$17,671,310.00 ","$17,671,310.00 ",,0,Change in quantity
