project_id,activity_id,activity_name,predecessor_details,successor_details,activity_status,total_float,original_duration,bl_project_start,bl_project_finish,start,finish,schedule_%_complete,activity_%_complete,performance_%_complete,budgeted_total_cost,earned_value_cost
The Big -P.01-UP-20-April-26,con-b04-bas02-1060,rft_for_slabs_&_beams_(b04)_(bas_02),"con-b04-bas02-1040:_ss_2,_con-b04-bas02-1040:_ff,_e-app-b04-bas02-1030:_fs,_e-app-b04-bas02-1040:_fs,_p-mdel-1170:_fs",con-b04-bas02-1130:_fs,not_started,-70.0,10,24-Feb-26,7-Mar-26,23-May-26,8-Jun-26,1.0,0.0,0.0,3266944.59,0.0
The Big -P.01-UP-20-April-26,con-b04-bas02-1080,rft_for_stairs_(b04)_(bas_02),"con-b04-bas02-1050:_ss_2,_con-b04-bas02-1050:_ff,_e-app-b04-bas02-1010:_fs,_p-mdel-1170:_fs",con-b04-bas02-1100:_fs,not_started,-57.0,5,25-Feb-26,2-Mar-26,24-May-26,3-Jun-26,1.0,0.0,0.0,21800.21,0.0
The Big -P.01-UP-20-April-26,con-b04-bas02-1090,rft_for_ramps_(b04)_(bas_02),"con-b04-bas02-1070:_ss_2,_con-b04-bas02-1070:_ff,_e-app-b04-bas02-1020:_fs,_p-mdel-1170:_fs",con-b04-bas02-1110:_fs,not_started,-58.0,5,26-Feb-26,3-Mar-26,25-May-26,4-Jun-26,1.0,0.0,0.0,1075623.24,0.0
The Big -P.01-UP-20-April-26,con-b04-wt-1070,rft_for_rc_raft_(b04)_(water_tank),"con-b04-wt-1060:_ss_1,_e-app-b04-wt-1020:_fs,_con-b04-wt-1060:_fs,_p-mdel-1000:_fs","con-b04-wt-1080:_fs,_ab-sub-b04-wt-1020:_fs",completed,,5,3-Dec-25,8-Dec-25,10-Jan-26,17-Jan-26,1.0,1.0,1.0,1860691.06,1860691.06
The Big -P.01-UP-20-April-26,con-b04-wt-1110,rft_for_walls_(b04)_(water_tank),"con-b04-wt-1100:_ss,_con-b04-wt-1100:_ff,_e-app-b04-wt-1030:_fs,_p-mdel-1000:_fs","con-b04-wt-1120:_ss_2,_con-b04-wt-1130:_fs,_ab-sub-b04-wt-1030:_fs",in_progress,-60.0,8,13-Dec-25,21-Dec-25,8-Mar-26,22-Apr-26,1.0,0.8,0.8,1653461.47,1322769.18
The Big -P.01-UP-20-April-26,con-b04-wt-1160,rft_for_top_slab_(b04)_(water_tank),"con-b04-wt-1150:_ss_1,_con-b04-wt-1150:_ff,_e-app-b04-wt-1040:_fs,_p-mdel-1000:_fs","con-b04-wt-1170:_fs,_ab-sub-b04-wt-1040:_fs",not_started,-59.0,6,27-Dec-25,1-Jan-26,26-Apr-26,3-May-26,1.0,0.0,0.0,447258.67,0.0
The Big -P.01-UP-20-April-26,con-b04-sog-1040,shuttering_&_rft_for_s.o.g_(b04)_(sog),"con-b04-sog-1030:_ss_5,_con-b04-sog-1030:_ff,_con-b03-sog-1040:_ss,_e-app-b04-sog-1010:_fs,_e-app-b04-sog-1000:_fs,_p-mdel-1150:_fs","con-b04-sog-1050:_ss,_con-b04-sog-1050:_ff,_ab-sub-b04-sog-1000:_fs,_ab-sub-b04-sog-1010:_fs",not_started,169.0,15,20-Apr-26,6-May-26,29-Jul-26,15-Aug-26,0.0667,0.0,0.0,675162.26,0.0
The Big -P.01-UP-20-April-26,con-b04-bas01-1010,"rft_for_walls,_col._&_cores_(b04)_(bas_01)","con-b04-bas01-1000:_ss,_con-b04-bas01-1000:_ff,_e-app-b04-bas01-1000:_fs,_p-mdel-1160:_fs","con-b04-bas01-1020:_ss_4,_con-b04-bas01-1020:_ff",not_started,-70.0,8,10-Mar-26,23-Mar-26,10-Jun-26,20-Jun-26,1.0,0.0,0.0,1868166.61,0.0
The Big -P.01-UP-20-April-26,con-b04-bas01-1070,rft_for_slabs_&_beams_(b04)_(bas_01),"con-b04-bas01-1040:_ss_4,_con-b04-bas01-1040:_ff,_e-app-b04-bas01-1030:_fs,_e-app-b04-bas01-1040:_fs,_p-mdel-1160:_fs",con-b04-bas01-1120:_fs,not_started,-70.0,8,2-Apr-26,11-Apr-26,29-Jun-26,9-Jul-26,1.0,0.0,0.0,3546754.6,0.0
The Big -P.01-UP-20-April-26,con-b04-bas01-1080,rft_for_ramps_(b04)_(bas_01),"con-b04-bas01-1050:_ss_5,_con-b04-bas01-1050:_ff,_e-app-b04-bas01-1020:_fs,_p-mdel-1160:_fs",con-b04-bas01-1110:_fs,not_started,-70.0,7,4-Apr-26,11-Apr-26,1-Jul-26,9-Jul-26,1.0,0.0,0.0,1075623.24,0.0
The Big -P.01-UP-20-April-26,con-b04-bas01-1090,rft_for_stairs_(b04)_(bas_01),"con-b04-bas01-1060:_ss_5,_con-b04-bas01-1060:_ff,_e-app-b04-bas01-1010:_fs,_p-mdel-1160:_fs",con-b04-bas01-1100:_fs,not_started,-70.0,5,6-Apr-26,11-Apr-26,4-Jul-26,9-Jul-26,1.0,0.0,0.0,21800.21,0.0
The Big -P.01-UP-20-April-26,con-b04-gr-1010,"rft_for_walls,_col._&_cores_(b04)_(gr)","con-b04-gr-1000:_ss_2,_con-b04-gr-1000:_ff,_e-app-b04-gr-1000:_fs,_p-mdel-1130:_fs","con-b04-gr-1020:_ss_2,_con-b04-gr-1020:_ff",not_started,-70.0,9,18-Apr-26,27-Apr-26,14-Jul-26,26-Jul-26,0.3333,0.0,0.0,860550.95,0.0
The Big -P.01-UP-20-April-26,con-b04-gr-1060,rft_for_slabs_&_beams_(b04)_(gr),"con-b04-gr-1040:_ss_3,_con-b04-gr-1040:_ff,_e-app-b04-gr-1020:_fs,_e-app-b04-gr-1030:_fs,_p-mdel-1130:_fs",con-b04-gr-1080:_fs,not_started,-70.0,5,4-May-26,9-May-26,1-Aug-26,6-Aug-26,0.0,0.0,0.0,1765214.97,0.0
The Big -P.01-UP-20-April-26,con-b04-gr-1070,rft_for_stairs_(b04)_(gr),"con-b04-gr-1050:_ss_1,_con-b04-gr-1050:_ff,_e-app-b04-gr-1010:_fs,_p-mdel-1130:_fs",con-b04-gr-1090:_fs,not_started,-69.0,4,5-May-26,9-May-26,2-Aug-26,6-Aug-26,0.0,0.0,0.0,43600.41,0.0
The Big -P.01-UP-20-April-26,con-b04-1st-1010,"rft_for_walls,_col._&_cores_(b04)_(1st)","con-b04-1st-1000:_ss_3,_con-b04-1st-1000:_ff,_e-app-b04-1st-1000:_fs,_p-mdel-1120:_fs","con-b04-1st-1020:_ss_2,_con-b04-1st-1020:_ff",not_started,-84.0,7,19-May-26,26-May-26,1-Sep-26,9-Sep-26,0.0,0.0,0.0,552281.71,0.0
The Big -P.01-UP-20-April-26,con-b04-1st-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(1st)","con-b04-1st-1040:_ss_4,_con-b04-1st-1040:_ff,_e-app-b04-1st-1010:_fs,_e-app-b04-1st-1020:_fs,_e-app-b04-1st-1030:_fs,_p-mdel-1120:_fs",con-b04-1st-1060:_fs,not_started,-84.0,10,9-Jun-26,20-Jun-26,17-Sep-26,29-Sep-26,0.0,0.0,0.0,1487994.98,0.0
The Big -P.01-UP-20-April-26,con-b04-2nd-1010,"rft_for_walls,_col._&_cores_(b04)_(2nd)","con-b04-2nd-1000:_ss_3,_con-b04-2nd-1000:_ff,_e-app-b04-2nd-1000:_fs,_p-mdel-1110:_fs","con-b04-2nd-1020:_ss_3,_con-b04-2nd-1020:_ff",not_started,-84.0,8,1-Jul-26,9-Jul-26,11-Oct-26,19-Oct-26,0.0,0.0,0.0,549836.38,0.0
The Big -P.01-UP-20-April-26,con-b04-2nd-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(2nd)","con-b04-2nd-1040:_ss_4,_con-b04-2nd-1040:_ff,_e-app-b04-2nd-1010:_fs,_e-app-b04-2nd-1020:_fs,_e-app-b04-2nd-1030:_fs,_p-mdel-1110:_fs",con-b04-2nd-1060:_fs,not_started,-84.0,10,20-Jul-26,1-Aug-26,29-Oct-26,9-Nov-26,0.0,0.0,0.0,1425382.16,0.0
The Big -P.01-UP-20-April-26,con-b04-3rd-1010,"rft_for_walls,_col._&_cores_(b04)_(3rd)","con-b04-3rd-1000:_ss_3,_con-b04-3rd-1000:_ff,_e-app-b04-2rd-1000:_fs,_p-mdel-1100:_fs","con-b04-3rd-1020:_ss_3,_con-b04-3rd-1020:_ff",not_started,-84.0,8,11-Aug-26,19-Aug-26,19-Nov-26,28-Nov-26,0.0,0.0,0.0,463096.43,0.0
The Big -P.01-UP-20-April-26,con-b04-3rd-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(3rd)","con-b04-3rd-1040:_ss_4,_con-b04-3rd-1040:_ff,_e-app-b04-2rd-1010:_fs,_e-app-b04-2rd-1020:_fs,_e-app-b04-2rd-1030:_fs,_p-mdel-1100:_fs",con-b04-3rd-1060:_fs,not_started,-84.0,10,31-Aug-26,10-Sep-26,8-Dec-26,19-Dec-26,0.0,0.0,0.0,1024574.26,0.0
The Big -P.01-UP-20-April-26,con-b04-4th-1010,"rft_for_walls,_col._&_cores_(b04)_(4th)","con-b04-4th-1000:_ss_3,_con-b04-4th-1000:_ff,_e-app-b04-4th-1000:_fs,_p-mdel-1090:_fs","con-b04-4th-1020:_ss_3,_con-b04-4th-1020:_ff",not_started,-84.0,8,19-Sep-26,27-Sep-26,27-Dec-26,4-Jan-27,0.0,0.0,0.0,463096.43,0.0
The Big -P.01-UP-20-April-26,con-b04-4th-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(4th)","con-b04-4th-1040:_ss_4,_con-b04-4th-1040:_ff,_e-app-b04-4th-1010:_fs,_e-app-b04-4th-1020:_fs,_e-app-b04-4th-1030:_fs,_p-mdel-1090:_fs",con-b04-4th-1060:_fs,not_started,-84.0,10,8-Oct-26,19-Oct-26,16-Jan-27,27-Jan-27,0.0,0.0,0.0,1023093.85,0.0
The Big -P.01-UP-20-April-26,con-b04-5th-1010,"rft_for_walls,_col._&_cores_(b04)_(5th)","con-b04-5th-1000:_ss_3,_con-b04-5th-1000:_ff,_e-app-b04-5th-1000:_fs,_p-mdel-1080:_fs","con-b04-5th-1020:_ss_2,_con-b04-5th-1020:_ff",not_started,-85.0,8,28-Oct-26,5-Nov-26,7-Feb-27,15-Feb-27,0.0,0.0,0.0,463096.43,0.0
The Big -P.01-UP-20-April-26,con-b04-5th-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(5th)","con-b04-5th-1040:_ss_3,_con-b04-5th-1040:_ff,_e-app-b04-5th-1010:_fs,_e-app-b04-5th-1020:_fs,_e-app-b04-5th-1030:_fs,_p-mdel-1080:_fs",con-b04-5th-1060:_fs,not_started,-85.0,10,14-Nov-26,24-Nov-26,23-Feb-27,6-Mar-27,0.0,0.0,0.0,1023348.88,0.0
The Big -P.01-UP-20-April-26,con-b04-6th-1010,"rft_for_walls,_col._&_cores_(b04)_(6th)","con-b04-6th-1000:_ss_3,_con-b04-6th-1000:_ff,_e-app-b04-6th-1000:_fs,_p-mdel-1070:_fs","con-b04-6th-1020:_ss_2,_con-b04-6th-1020:_ff",not_started,-84.0,5,2-Dec-26,7-Dec-26,16-Mar-27,21-Mar-27,0.0,0.0,0.0,463096.43,0.0
The Big -P.01-UP-20-April-26,con-b04-6th-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(6th)","con-b04-6th-1040:_ss_3,_con-b04-6th-1040:_ff,_e-app-b04-6th-1010:_fs,_e-app-b04-6th-1020:_fs,_e-app-b04-6th-1030:_fs,_p-mdel-1070:_fs",con-b04-6th-1060:_fs,not_started,-84.0,8,15-Dec-26,23-Dec-26,29-Mar-27,6-Apr-27,0.0,0.0,0.0,1023875.56,0.0
The Big -P.01-UP-20-April-26,con-b04-7th-1010,"rft_for_walls,_col._&_cores_(b04)_(7th)","con-b04-7th-1000:_ss_3,_con-b04-7th-1000:_ff,_e-app-b04-7th-1000:_fs,_p-mdel-1190:_fs","con-b04-7th-1020:_ss_2,_con-b04-7th-1020:_ff",not_started,-84.0,5,31-Dec-26,5-Jan-27,14-Apr-27,19-Apr-27,0.0,0.0,0.0,463096.43,0.0
The Big -P.01-UP-20-April-26,con-b04-7th-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(7th)","con-b04-7th-1040:_ss_2,_con-b04-7th-1040:_ff,_e-app-b04-7th-1010:_fs,_e-app-b04-7th-1020:_fs,_e-app-b04-7th-1030:_fs,_p-mdel-1190:_fs",con-b04-7th-1060:_fs,not_started,-84.0,8,13-Jan-27,21-Jan-27,26-Apr-27,4-May-27,0.0,0.0,0.0,1032180.5,0.0
The Big -P.01-UP-20-April-26,con-b04-8th-1010,"rft_for_walls,_col._&_cores_(b04)_(8th)","con-b04-8th-1000:_ss_2,_con-b04-8th-1000:_ff,_e-app-b04-8th-1000:_fs,_p-mdel-1180:_fs","con-b04-8th-1020:_ss_2,_con-b04-8th-1020:_ff",not_started,-84.0,6,30-Jan-27,4-Feb-27,11-May-27,17-May-27,0.0,0.0,0.0,463096.43,0.0
The Big -P.01-UP-20-April-26,con-b04-8th-1050,"rft_for_slabs,_beams_&_stairs_(b04)_(8th)","con-b04-8th-1040:_ss_2,_con-b04-8th-1040:_ff,_e-app-b04-8th-1010:_fs,_e-app-b04-8th-1020:_fs,_e-app-b04-8th-1030:_fs,_p-mdel-1180:_fs",con-b04-8th-1060:_fs,not_started,-84.0,6,11-Feb-27,17-Feb-27,24-May-27,30-May-27,0.0,0.0,0.0,1004314.01,0.0
The Big -P.01-UP-20-April-26,con-b04-rf-1010,"rft_for_walls,_col._&_cores_(b04)_(rf)","con-b04-rf-1000:_fs,_e-app-b04-rf-1000:_fs,_p-mdel-1200:_fs",con-b04-rf-1020:_fs,not_started,-84.0,1,23-Feb-27,23-Feb-27,6-Jun-27,6-Jun-27,0.0,0.0,0.0,160083.42,0.0
The Big -P.01-UP-20-April-26,con-b04-rf-1050,"rft_for_slabs,_beams_(b04)_(rf)","con-b04-rf-1040:_fs,_e-app-b04-rf-1010:_fs,_e-app-b04-rf-1020:_fs,_p-mdel-1200:_fs",con-b04-rf-1060:_fs,not_started,-84.0,2,1-Mar-27,2-Mar-27,12-Jun-27,13-Jun-27,0.0,0.0,0.0,157798.92,0.0
The Big -P.01-UP-20-April-26,con-b03-foot-1050,rft_for_rc_raft_&_footings_(b03)_(footing),"con-b03-foot-1040:_ss_1,_e-app-b03-foot-1030:_fs,_con-b03-foot-1040:_ff,_p-mdel-1000:_fs","con-b03-foot-1080:_fs,_ab-sub-b03-foot-1020:_fs",completed,,10,5-Jan-26,17-Jan-26,10-Jan-26,21-Jan-26,1.0,1.0,1.0,7996512.12,7996512.12
The Big -P.01-UP-20-April-26,con-b03-foot-1070,rft_for_columns_&_walls_below_sog_(b03)_(footing),"con-b03-foot-1060:_ss_2,_con-b03-foot-1060:_ff,_e-app-b03-foot-1030:_fs,_p-mdel-1000:_fs",con-b03-foot-1090:_fs,completed,,5,12-Jan-26,17-Jan-26,26-Jan-26,2-Mar-26,1.0,1.0,1.0,59377.83,59377.83
The Big -P.01-UP-20-April-26,con-b03-bas02-1010,"rft_for_walls,_col._&_cores_(b03)_(bas_02)","con-b03-bas02-1000:_ss,_con-b03-bas02-1000:_ff,_con-b02-bas02-1010:_fs,_e-app-b03-bas02-1000:_fs,_p-mdel-1170:_fs","con-b03-bas02-1020:_ss_3,_con-b03-bas02-1020:_ff",completed,,12,22-Jan-26,5-Feb-26,5-Mar-26,11-Mar-26,1.0,1.0,1.0,1145012.81,1145012.81
The Big -P.01-UP-20-April-26,con-b03-bas02-1060,rft_for_slabs_&_beams_(b03)_(bas_02),"con-b03-bas02-1040:_ss_2,_con-b02-bas02-1060:_fs,_con-b03-bas02-1040:_ff,_e-app-b03-bas02-1020:_fs,_e-app-b03-bas02-1030:_fs,_p-mdel-1170:_fs",con-b03-bas02-1100:_fs,not_started,-82.0,10,15-Feb-26,25-Feb-26,1-Jun-26,11-Jun-26,1.0,0.0,0.0,1730165.79,0.0
The Big -P.01-UP-20-April-26,con-b03-bas02-1070,rft_for_stairs_(b03)_(bas_02),"con-b03-bas02-1050:_ss_2,_con-b02-bas02-1070:_fs,_con-b03-bas02-1050:_ff,_e-app-b03-bas02-1010:_fs,_p-mdel-1170:_fs",con-b03-bas02-1080:_fs,not_started,-72.0,6,17-Feb-26,23-Feb-26,1-Jun-26,7-Jun-26,1.0,0.0,0.0,32613.8,0.0
The Big -P.01-UP-20-April-26,con-b03-sog-1040,shuttering_&_rft_for_s.o.g_(b03)_(sog),"con-b03-sog-1030:_ss_5,_con-b03-sog-1030:_ff,_e-app-b03-sog-1010:_fs,_e-app-b03-sog-1000:_fs,_p-mdel-1150:_fs","con-b03-sog-1050:_ss_7,_con-b03-sog-1050:_ff,_con-b04-sog-1040:_ss,_ab-sub-b03-sog-1000:_fs",not_started,177.0,10,7-Apr-26,19-Apr-26,16-Jul-26,28-Jul-26,1.0,0.0,0.0,347865.61,0.0
The Big -P.01-UP-20-April-26,con-b03-bas01-1010,"rft_for_walls,_col._&_cores_(b03)_(bas_01)","con-b03-bas01-1000:_ss,_con-b02-bas01-1010:_fs,_con-b03-bas01-1000:_ff,_e-app-b03-bas01-1000:_fs,_p-mdel-1160:_fs","con-b03-bas01-1020:_ss_3,_con-b03-bas01-1020:_ff",not_started,-82.0,12,1-Mar-26,14-Mar-26,15-Jun-26,28-Jun-26,1.0,0.0,0.0,882883.82,0.0
The Big -P.01-UP-20-April-26,con-b03-bas01-1050,rft_for_slabs_&_beams_(b03)_(bas_01),"con-b03-bas01-1040:_ss_2,_con-b02-bas01-1060:_fs,_con-b03-bas01-1040:_ff,_e-app-b03-bas01-1020:_fs,_e-app-b03-bas01-1030:_fs,_p-mdel-1160:_fs",con-b03-bas01-1090:_fs,not_started,-69.0,10,28-Mar-26,7-Apr-26,8-Jul-26,19-Jul-26,1.0,0.0,0.0,1863491.47,0.0
The Big -P.01-UP-20-April-26,con-b03-bas01-1070,rft_for_stairs_(b03)_(bas_01),"con-b03-bas01-1060:_ss_2,_con-b02-bas01-1070:_fs,_con-b03-bas01-1060:_ff,_e-app-b03-bas01-1010:_fs,_p-mdel-1160:_fs",con-b03-bas01-1080:_fs,not_started,-82.0,6,31-Mar-26,6-Apr-26,12-Jul-26,18-Jul-26,1.0,0.0,0.0,32613.8,0.0
The Big -P.01-UP-20-April-26,con-b03-gr-1010,"rft_for_walls,_col._&_cores_(b03)_(gr)","con-b03-gr-1000:_ss,_con-b03-gr-1000:_ff,_e-app-b03-gr-1000:_fs,_p-mdel-1130:_fs","con-b03-gr-1020:_ss_2,_con-b03-gr-1020:_ff",not_started,-82.0,8,14-Apr-26,22-Apr-26,26-Jul-26,3-Aug-26,0.75,0.0,0.0,656398.89,0.0
The Big -P.01-UP-20-April-26,con-b03-gr-1060,rft_for_slabs_&_beams_(b03)_(gr),"con-b03-gr-1040:_ss_3,_con-b03-gr-1050:_ff,_e-app-b03-gr-1020:_fs,_e-app-b03-gr-1030:_fs,_p-mdel-1130:_fs","con-b03-gr-1070:_ff,_con-b03-gr-1080:_fs",not_started,-82.0,5,2-May-26,6-May-26,12-Aug-26,17-Aug-26,0.0,0.0,0.0,1321990.03,0.0
The Big -P.01-UP-20-April-26,con-b03-gr-1070,rft_for_stairs_(b03)_(gr),"con-b03-gr-1050:_ss_2,_con-b03-gr-1040:_ff,_con-b03-gr-1060:_ff,_e-app-b03-gr-1010:_fs,_p-mdel-1130:_fs",con-b03-gr-1090:_fs,not_started,-82.0,4,3-May-26,6-May-26,13-Aug-26,17-Aug-26,0.0,0.0,0.0,65227.6,0.0
The Big -P.01-UP-20-April-26,con-b03-1st-1010,"rft_for_walls,_col._&_cores_(b03)_(1st)","con-b03-1st-1000:_ss_3,_con-b03-1st-1000:_ff,_e-app-b03-1st-1000:_fs,_p-mdel-1120:_fs","con-b03-1st-1020:_ss_4,_con-b03-1st-1020:_ff",not_started,-84.0,12,6-Jun-26,18-Jun-26,15-Sep-26,28-Sep-26,0.0,0.0,0.0,388168.78,0.0
The Big -P.01-UP-20-April-26,con-b03-1st-1050,"rft_for_slabs,_beams_&_stairs_(b03)_(1st)","con-b03-1st-1040:_ss_4,_con-b03-1st-1040:_ff,_e-app-b03-1st-1010:_fs,_e-app-b03-1st-1020:_fs,_e-app-b03-1st-1030:_fs,_p-mdel-1120:_fs",con-b03-1st-1060:_fs,not_started,-84.0,15,2-Jul-26,19-Jul-26,12-Oct-26,28-Oct-26,0.0,0.0,0.0,1396338.34,0.0
The Big -P.01-UP-20-April-26,con-b03-2nd-1010,"rft_for_walls,_col._&_cores_(b03)_(2nd)","con-b03-2nd-1000:_ss_3,_con-b03-2nd-1000:_ff,_e-app-b03-2nd-1000:_fs,_p-mdel-1110:_fs","con-b03-2nd-1020:_ss_4,_con-b03-2nd-1020:_ff",not_started,-85.0,12,11-Aug-26,24-Aug-26,21-Nov-26,3-Dec-26,0.0,0.0,0.0,388168.78,0.0
The Big -P.01-UP-20-April-26,con-b03-2nd-1050,"rft_for_slabs,_beams_&_stairs(b03)_(2nd)","con-b03-2nd-1040:_ss_4,_con-b03-2nd-1040:_ff,_e-app-b03-2nd-1010:_fs,_e-app-b03-2nd-1020:_fs,_e-app-b03-2nd-1030:_fs,_p-mdel-1110:_fs",con-b03-2nd-1060:_fs,not_started,-85.0,15,7-Sep-26,23-Sep-26,16-Dec-26,2-Jan-27,0.0,0.0,0.0,1398716.72,0.0
The Big -P.01-UP-20-April-26,con-b03-3rd-1010,"rft_for_walls,_col._&_cores_(b03)_(3rd)","con-b03-3rd-1000:_ss_3,_con-b03-3rd-1000:_ff,_e-app-b03-3rd-1000:_fs,_p-mdel-1100:_fs","con-b03-3rd-1020:_ss_4,_con-b03-3rd-1020:_ff",not_started,-85.0,12,14-Oct-26,27-Oct-26,23-Jan-27,6-Feb-27,0.0,0.0,0.0,384021.48,0.0
The Big -P.01-UP-20-April-26,con-b03-3rd-1050,"rft_for_slabs,_beams_&_stairs_(b03)_(3rd)","con-b03-3rd-1040:_ss_4,_con-b03-3rd-1040:_ff,_e-app-b03-3rd-1010:_fs,_e-app-b03-3rd-1020:_fs,_e-app-b03-3rd-1030:_fs,_p-mdel-1100:_fs",con-b03-3rd-1060:_fs,not_started,-85.0,15,9-Nov-26,25-Nov-26,18-Feb-27,7-Mar-27,0.0,0.0,0.0,1393943.32,0.0
The Big -P.01-UP-20-April-26,con-b03-4th-1010,"rft_for_walls,_col._&_cores_(b03)_(4th)","con-b03-4th-1000:_ss_3,_con-b03-4th-1000:_ff,_e-app-b03-4th-1000:_fs,_p-mdel-1090:_fs","con-b03-4th-1020:_ss_4,_con-b03-4th-1020:_ff",not_started,-85.0,12,16-Dec-26,29-Dec-26,31-Mar-27,13-Apr-27,0.0,0.0,0.0,384021.48,0.0
The Big -P.01-UP-20-April-26,con-b03-4th-1050,"rft_for_slabs,_beams_&_stairs_(b03)_(4th)","con-b03-4th-1040:_ss_4,_con-b03-4th-1040:_ff,_e-app-b03-4th-1010:_fs,_e-app-b03-4th-1020:_fs,_e-app-b03-4th-1030:_fs,_p-mdel-1090:_fs",con-b03-4th-1060:_fs,not_started,-85.0,12,12-Jan-27,26-Jan-27,26-Apr-27,9-May-27,0.0,0.0,0.0,1328776.71,0.0
The Big -P.01-UP-20-April-26,con-b03-rf-1010,"rft_for_walls,_col._&_cores_(b03)_(rf)","con-b03-rf-1000:_fs,_e-app-b03-rf-1000:_fs,_p-mdel-1200:_fs",con-b03-rf-1020:_fs,not_started,-85.0,2,15-Feb-27,16-Feb-27,29-May-27,30-May-27,0.0,0.0,0.0,131645.36,0.0
The Big -P.01-UP-20-April-26,con-b03-rf-1050,"rft_for_slabs,_beams_(b03)_(rf)","con-b03-rf-1040:_fs,_e-app-b03-rf-1010:_fs,_e-app-b03-rf-1020:_fs,_p-mdel-1200:_fs",con-b03-rf-1060:_fs,not_started,-85.0,3,25-Feb-27,28-Feb-27,8-Jun-27,10-Jun-27,0.0,0.0,0.0,143819.76,0.0
