project_id,activity_id,activity_name,period,BAC,AC,EV,PV,CPI,SPI,CV,SV
The Big -P.01-UP-20-April-26,E-APP-B03-SOG-1010,Approval for S.O.G RFT DWGs  (B03) (Sog),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1030,"Pouring for Walls, Col. & Cores (B01) (Bas 02)",17-May-26,2444024.52,0.0,0.0,2444024.52,0,0.0,0,-2444024.52
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1100,Pouring for Slabs & Beams B03) (Bas 02),17-May-26,1135730.66,0.0,0.0,1135730.66,0,0.0,0,-1135730.66
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1030,"Pouring for Walls, Col. & Cores (B04) (Bas 02)",17-May-26,2459936.74,0.0,0.0,2459936.74,0,0.0,0,-2459936.74
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1040,Approval for Slabs DWGs As-Built Drawing (B04) (Water Tank),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1040,Shuttering for Slabs & Beams (B01) (Bas 02),17-May-26,2150349.87,0.0,0.0,2150349.87,0,0.0,0,-2150349.87
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS2-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1000,"Scaffolding works for Walls, Col. & Cores (B03) (Bas 01)",17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1010,"RFT for Walls, Col. & Cores (B03) (Bas 01)",17-May-26,882883.82,0.0,0.0,882883.82,0,0.0,0,-882883.82
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1030,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1040,Shuttering for Slabs & Beams (B04) (Bas 02),17-May-26,2076088.44,0.0,0.0,2076088.44,0,0.0,0,-2076088.44
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1050,Shuttering for Stairs  (B04) (Bas 02),17-May-26,17372.16,0.0,0.0,17372.16,0,0.0,0,-17372.16
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1050,Shuttering for Stairs  (B01) (Bas 02),17-May-26,16099.2,0.0,0.0,16099.2,0,0.0,0,-16099.2
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1060,Shuttering for  Ramps (B01) (Bas 02),17-May-26,527474.8,0.0,0.0,527474.8,0,0.0,0,-527474.8
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1030,"Pouring for Walls, Col. & Cores (B02) (Bas 01)",17-May-26,144709.37,0.0,0.0,144709.37,0,0.0,0,-144709.37
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1060,RFT for Slabs & Beams (B04) (Bas 02),17-May-26,3266944.59,0.0,0.0,3266944.59,0,0.0,0,-3266944.59
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1070,Shuttering for  Ramps (B04) (Bas 02),17-May-26,527474.8,0.0,0.0,527474.8,0,0.0,0,-527474.8
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1070,RFT for Slabs & Beams (B01) (Bas 02),17-May-26,3160336.76,0.0,0.0,3160336.76,0,0.0,0,-3160336.76
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1020,"Shuttering for Walls, Col. & Cores (B03) (Bas 01)",17-May-26,716427.39,0.0,0.0,716427.39,0,0.0,0,-716427.39
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1080,RFT for Stairs  (B04) (Bas 02),17-May-26,21800.21,0.0,0.0,21800.21,0,0.0,0,-21800.21
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1080,RFT for Stairs (B01) (Bas 02),17-May-26,32613.8,0.0,0.0,32613.8,0,0.0,0,-32613.8
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1090,RFT for Ramps (B01) (Bas 02),17-May-26,1075623.24,0.0,0.0,1075623.24,0,0.0,0,-1075623.24
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1110,Dismantling Formwork (B02) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1040,Shuttering for Slabs & Beams (B02) (Bas 01),17-May-26,2270472.81,0.0,0.0,2270472.81,0,0.0,0,-2270472.81
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS1-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 01),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1090,RFT for Ramps (B04) (Bas 02),17-May-26,1075623.24,0.0,0.0,1075623.24,0,0.0,0,-1075623.24
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1050,Shuttering for Stairs (B02) (Bas 01),17-May-26,16436.16,0.0,0.0,16436.16,0,0.0,0,-16436.16
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1060,RFT for Slabs & Beams (B02) (Bas 01),17-May-26,2217753.89,0.0,0.0,2217753.89,0,0.0,0,-2217753.89
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1110,Dismantling Formwork (B03) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1070,RFT for Stairs  (B02) (Bas 01),17-May-26,30854.95,0.0,0.0,30854.95,0,0.0,0,-30854.95
The Big -P.01-UP-20-April-26,P-MDEL-1060,Delivery for cold Crystalline waterproofing for Water tank,17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1100,Pouring for Stairs  (B04) (Bas 02),17-May-26,26058.24,0.0,0.0,26058.24,0,0.0,0,-26058.24
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1110,Pouring for Ramps (B04) (Bas 02),17-May-26,791212.2,0.0,0.0,791212.2,0,0.0,0,-791212.2
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1100,Pouring for Stairs (B01) (Bas 02),17-May-26,24148.8,0.0,0.0,24148.8,0,0.0,0,-24148.8
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,P-MDEL-1100,Delivery for Rebar Patch#8  (3rd floor),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),17-May-26,0.0,0.0,0.0,0.0,0,0.0,0,0.0
